prueba,estadistico,p_valor
Ljung-Box (6),4.008262823055613,0.6755581662734338
Ljung-Box (12),7.188651043351857,0.8448989334960448
Breusch-Godfrey (12),8.387930475931533,0.754127893216338
ARCH-LM (12),15.40164838211242,0.2202027504837274
Jarque-Bera,14.144948142053387,0.0008481321720708515
Ramsey RESET,1.9685238897398945,0.1621100491136985
CUSUM estabilidad,0.6933061673182359,0.7223479053274922
Durbin-Watson,1.8401559221271735,
