modelo,observaciones,r_cuadrado,r_cuadrado_ajustado,aic,bic,mape_pct,acierto_direccion_pct,r2_validacion_condicional_vs_caminata
Base,240,0.49446400268979984,0.4792107613916473,-1103.3074291126252,-1075.4623177258893,2.006609126430155,68.75,0.31922936174856364
Ampliado historico,240,0.6747125835247962,0.6280206098680684,-1163.1258524696088,-1055.226045846007,1.5088806994784947,83.33333333333334,0.5506550759263916
