fecha,ln_trm_observada,ln_trm_modelo_condicional,ln_trm_caminata_aleatoria,cambio_log_observado,cambio_log_modelo,trm_observada,trm_modelo_condicional,trm_caminata_aleatoria
2022-05-01,8.298808139175573,8.289363795166665,8.240907796093667,0.05790034308190606,0.04845599907299811,4019.079354838708,3981.300466032498,3792.9819999999972
2022-06-01,8.276589766414325,8.265300229816518,8.298808139175573,-0.022218372761248162,-0.033507909359055905,3930.766666666666,3886.639687775129,4019.079354838708
2022-07-01,8.382016058206503,8.337276043309707,8.276589766414325,0.10542629179217755,0.0606862768953825,4367.805806451614,4176.697089983775,3930.766666666666
2022-08-01,8.371582127847805,8.363960524051665,8.382016058206503,-0.010433930358697552,-0.018055534154838793,4322.469354838713,4289.650431278992,4367.805806451614
2022-09-01,8.396978677110038,8.39038980926348,8.371582127847805,0.02539654926223278,0.018807681415674595,4433.650999999996,4404.534287904643,4322.469354838713
2022-10-01,8.457831715043978,8.414018642457695,8.396978677110038,0.06085303793394026,0.01703996534765699,4711.830322580648,4509.847609498633,4433.650999999996
2022-11-01,8.502416687971365,8.425692485204754,8.457831715043978,0.044584972927387057,-0.03213922983922458,4926.660666666665,4562.803358454791,4711.830322580648
2022-12-01,8.473970535354521,8.480318807712873,8.502416687971365,-0.028446152616844245,-0.022097880258491666,4788.490645161287,4818.985981898961,4926.660666666665
2023-01-01,8.458547432938246,8.45031665906528,8.473970535354521,-0.015423102416274759,-0.023653876289241493,4715.203870967738,4676.55337409077,4788.490645161287
2023-02-01,8.477019424251225,8.456654301632385,8.458547432938246,0.018471991312978275,-0.0018931313058620442,4803.112499999996,4706.285815094957,4715.203870967738
2023-03-01,8.469326819773904,8.504637697662993,8.477019424251225,-0.007692604477320231,0.027618273411768517,4766.3058064516135,4937.614988078669,4803.112499999996
2023-04-01,8.421271177813114,8.454185451273469,8.469326819773904,-0.04805564196079004,-0.015141368500435985,4542.674333333336,4694.6810308036065,4766.3058064516135
2023-05-01,8.420701901472638,8.41940418721636,8.421271177813114,-0.0005692763404763213,-0.0018669905967546299,4540.089032258067,4534.2011152393625,4542.674333333336
2023-06-01,8.345044039825018,8.409509747645197,8.420701901472638,-0.07565786164762045,-0.011192153827441662,4209.267999999998,4489.558955083906,4540.089032258067
