modelo,observaciones,r_cuadrado,r_cuadrado_ajustado,aic,bic,mape_pct,acierto_direccion_pct,r2_validacion_condicional_vs_caminata
Controles externos y financieros,240,0.49446400268979984,0.4792107613916473,-1103.3074291126252,-1075.4623177258893,2.0066091264301438,68.75,0.31922936174856986
Marco macroeconómico integral,240,0.6853635128646592,0.6367240559162007,-1167.1157372416667,-1052.254652771381,1.4880575610513929,83.33333333333334,0.5687002869042654
