uso,monedas,observaciones,p_cambio_trm,r_cuadrado,r_cuadrado_ajustado,aic,bic,mape_pct,acierto_direccion_pct,r2_validacion_vs_caminata,coeficiente_factor_regional,p_valor_hac_factor_regional,correlacion_factores_3_4
Explicación histórica,"BRL, CLP y MXN",240,0,0.6348499569718006,0.5959682394271313,-1149.3820454289696,-1065.8467112687617,1.713384632657847,77.08333333333334,0.441250480564371,0.014124198150906372,0.0010503503595045529,0.9581117028398654
Explicación histórica,"BRL, CLP, MXN y PEN",240,0,0.6484156841439198,0.6109784653259114,-1158.4681547901614,-1074.9328206299535,1.617298554255014,79.16666666666666,0.48395745466395357,0.016791886319727008,2.4201630318573355e-05,0.9581117028398654
Pronóstico con rezagos de publicación,"BRL, CLP y MXN",240,1,0.21556012759062204,0.12799474648445885,-963.8632665031444,-876.8472934195946,2.6763797650344006,58.333333333333336,-0.13381181761440675,-0.0035178875131287165,0.5146535523370871,0.9581117028398654
Pronóstico con rezagos de publicación,"BRL, CLP, MXN y PEN",240,1,0.2142515178581076,0.1265400593864544,-963.4632298991191,-876.4472568155694,2.725084142729073,56.25,-0.16773356075451318,0.0018519237317315166,0.7362892185370272,0.9581117028398654
