prueba,estadistico,p_valor
Ljung-Box (6),5.396720054644119,0.49402631086160353
Ljung-Box (12),7.794683682440977,0.8009622968576797
Breusch-Godfrey (12),9.343096573732428,0.6733795985610216
ARCH-LM (12),18.391814378029643,0.10430125857276998
Jarque-Bera,16.33803825591652,0.00028329575709570436
Ramsey RESET,0.2163823944224017,0.6422810805130437
CUSUM estabilidad,0.8457203935099975,0.47184375008326657
Durbin-Watson,1.799468863161498,
