prueba,estadistico,p_valor
Ljung-Box (6),2.5774455596367774,0.8597015787568725
Ljung-Box (12),5.001117093519698,0.9579416399340049
Breusch-Godfrey (12),5.170567711083294,0.9520377178544827
ARCH-LM (12),19.355560848287272,0.08030143533798173
Jarque-Bera,23.61452710218834,7.450245663916136e-06
Ramsey RESET,0.0016899055930775886,0.9672449373713824
CUSUM estabilidad,0.9210252664013552,0.36436273579743683
Durbin-Watson,1.9264707982530567,
