fecha,cambio_log_observado,cambio_log_ajustado,ln_trm_mes_anterior,trm_observada,trm_ajustada_un_paso,residuo_cambio_log
2006-05-01,0.03513841925748107,0.009712862996579674,7.755826126252273,2418.6493548387098,2357.92904448892,0.025425556260901393
2006-06-01,0.04982844852150414,0.03116038669795482,7.7909645455097545,2542.22,2495.2019136048343,0.018668061823549322
2006-07-01,-0.011282585389189137,-0.013087748495858946,7.840792994031259,2513.6983870967747,2509.1648446299832,0.0018051631066698087
2006-08-01,-0.05088714774135372,-0.03362994610810871,7.8295104086420695,2388.9835483870975,2430.568507156228,-0.017257201633245012
2006-09-01,0.004062555075931229,0.02416195483412935,7.778623260900716,2398.7086666666664,2447.409055845307,-0.02009939975819812
2006-10-01,-0.015507999218544732,-0.006759192374479838,7.782685815976647,2361.7964516129027,2382.5500046106013,-0.008748806844064896
2006-11-01,-0.03067947212335209,-0.016836070278181504,7.767177816758102,2290.4380000000006,2322.36593939606,-0.013843401845170588
2006-12-01,-0.01306614007567486,-0.010059673438382688,7.73649834463475,2260.7054838709682,2267.5124468112067,-0.0030064666372921715
2007-01-01,-0.010897919068785455,-0.00531100106874329,7.723432204559075,2236.202258064517,2248.7307018176,-0.005586918000042166
2007-02-01,-0.0038678616028011703,-0.018281167850301518,7.71253428549029,2227.569642857143,2195.69327318627,0.014413306247500347
2007-03-01,-0.011161657819650728,-0.013135878480876604,7.708666423887489,2202.8445161290324,2198.499904993467,0.0019742206612258766
2007-04-01,-0.026656245024335945,-0.05618919350848578,7.697504766067838,2144.900666666667,2082.481670995135,0.029532948484149835
2007-05-01,-0.06524936632637068,-0.026997988147960332,7.670848521043502,2009.4154838709676,2087.7673761278734,-0.03825137817841035
2007-06-01,-0.04367958327761645,-0.017765510558676288,7.605599154717131,1923.534333333333,1974.032421568014,-0.025914072718940164
2007-07-01,0.014610042929533051,0.005567771860773824,7.561919571439515,1951.8435483870976,1934.2740039413918,0.009042271068759229
2007-08-01,0.052030216662443785,0.012779415894803728,7.576529614369048,2056.0867741935485,1976.9470311329237,0.03925080076764006
2007-09-01,0.02747912001290409,-0.01596127457497564,7.628559831031492,2113.3696666666665,2023.5295274119285,0.04344039458787973
2007-10-01,-0.054593574392353794,-0.03119894925467918,7.656038951044396,2001.086129032258,2048.4526900348355,-0.023394625137674614
2007-11-01,0.022371041441997086,-0.011326163275181957,7.601445376652042,2046.357,1978.5493692388486,0.03369720471717905
2007-12-01,-0.01602051495951251,-0.008930069298361213,7.623816418094039,2013.8345161290322,2028.1642423739966,-0.007090445661151298
2008-01-01,-0.015336892620586795,0.006700605203559365,7.607795903134527,1983.1841935483867,2027.3737359933743,-0.02203749782414616
2008-02-01,-0.04006733175866817,-0.03636726858290745,7.59245901051394,1905.2941379310348,1912.3569048940526,-0.003700063175760715
2008-03-01,-0.032974135724953335,-0.041852566147226544,7.552391678755272,1843.4932258064518,1827.1983429977695,0.008878430422273209
2008-04-01,-0.026599862138602326,-0.021608974193906953,7.519417543030318,1795.1029999999996,1804.0845522391617,-0.004990887944695373
2008-05-01,-0.011174022832282304,-0.003735896465346346,7.492817680891716,1775.1561290322572,1788.4091925186326,-0.007438126366935959
2008-06-01,-0.024446263124291434,0.0004427592677012026,7.481643658059434,1732.2863333333335,1775.942269882733,-0.024889022391992636
2008-07-01,0.02775824529879145,-0.010860505491359407,7.457197394935142,1781.0451612903223,1713.5746213440445,0.038618750790150855
2008-08-01,0.03662079024300713,0.0223032817544298,7.484955640233934,1847.4774193548383,1821.214603401262,0.014317508488577328
2008-09-01,0.11188372817531445,0.061668780482959866,7.521576430476941,2066.1870000000004,1964.9954542853577,0.05021494769235458
2008-10-01,0.10234815173954459,0.14084205095526725,7.633460158652255,2288.8580645161287,2378.6828987809367,-0.03849389921572266
2008-11-01,0.019384962015591256,0.048852633224543536,7.7358083103918,2333.660333333334,2403.4511043719353,-0.02946767120895228
2008-12-01,-0.03583674791915925,-0.02555542942956015,7.755193272407391,2251.5103225806456,2274.7782246840115,-0.010281318489599102
2009-01-01,0.000886037422334951,0.011350066816152287,7.719356524488232,2253.506129032258,2277.210689719855,-0.010464029393817336
2009-02-01,0.10872901270107249,0.06857034435415509,7.720242561910567,2512.344285714285,2413.4508885844166,0.040158668346917406
2009-03-01,-0.017145994497894,-0.01564327790820556,7.828971574611639,2469.634838709678,2473.3487897613186,-0.0015027165896884416
2009-04-01,-0.03923807027332327,-0.0374914258769514,7.811825580113745,2374.607666666667,2378.7588861379786,-0.0017466443963718645
