termino,OLS,RLM_Huber,LAD_mediana,ratio_RLM_vs_OLS
D.ln_dolar_amplio.L0,0.2414496523574372,0.2826376263008685,0.31434986209541727,1.1705861803538962
factor_monedas_regionales_4.L0,0.016531014479299812,0.015732671778958606,0.012827811112961225,0.9517063697850551
D.embig_colombia_pp.L0,0.01709657521635157,0.025877718615920704,0.03179070028814712,1.5136200255575536
