modelo,observaciones,loglik,aic,bic,omega,alpha_1,beta_1,persistencia,vol_incondicional_pct_mensual,vol_condicional_media_pct,vol_condicional_max_pct,vol_condicional_min_pct
"GARCH(1,1)",240,-502.45861129748494,1010.9172225949699,1021.3591393649958,0.2646616842313326,0.16078011820629343,0.7800656212114562,0.9408457394177496,2.115205275069556,2.0266624643775257,3.712116263079417,1.273382775218998
