p_cambio_trm,aic,bic,r_cuadrado_ajustado
1,-966.4955464553129,-914.285962605183,0.10421666090633763
2,-967.0649234784487,-911.3747007049768,0.10979908232939228
0,-956.4701453817145,-907.7412004549266,0.06235649753566164
3,-965.3061064373276,-906.1352447405137,0.10670529892202374
