prueba,estadistico,p_valor
Ljung-Box (6),5.671946567841219,0.46092291850563105
Ljung-Box (12),12.982242578392897,0.37033269283739617
Breusch-Godfrey (12),11.166475363184984,0.5147082216311676
ARCH-LM (12),8.943699933616903,0.7077315470889111
Jarque-Bera,37.801326186406,6.18794313893092e-09
Ramsey RESET,5.436993021066509,0.020586864669065872
CUSUM estabilidad,0.6711724174009048,0.7585309409066646
Durbin-Watson,1.8106581742455228,
