modelo,observaciones,mae_log,rmse_log,mape_pct,acierto_direccion_pct
ADL diferencias condicional,48,0.020281066169505497,0.026481453517380876,2.0259524944389447,72.91666666666666
Caminata aleatoria,48,0.024028760243602603,0.03221545509726062,2.394031003568149,
