fecha,cambio_log_observado,cambio_log_ajustado,ln_trm_mes_anterior,trm_observada,trm_ajustada_un_paso,residuo_cambio_log
2006-05-01,0.03513841925748107,0.010506156717674376,7.755826126252273,2418.6493548387098,2359.8003169309054,0.024632262539806694
2006-06-01,0.04982844852150414,0.045775139010227076,7.7909645455097545,2542.22,2531.9364507774826,0.004053309511277067
2006-07-01,-0.011282585389189137,-0.00805630608333739,7.840792994031259,2513.6983870967747,2521.821376654842,-0.003226279305851747
2006-08-01,-0.05088714774135372,-0.026155981785730517,7.8295104086420695,2388.9835483870975,2448.802544855837,-0.024731165955623205
2006-09-01,0.004062555075931229,0.013753017853473829,7.778623260900716,2398.7086666666664,2422.066253847041,-0.0096904627775426
2006-10-01,-0.015507999218544732,-0.0031093043850942523,7.782685815976647,2361.7964516129027,2391.261934368973,-0.01239869483345048
2006-11-01,-0.03067947212335209,-0.017358907613391084,7.767177816758102,2290.4380000000006,2321.1520371412857,-0.013320564509961007
2006-12-01,-0.01306614007567486,-0.010248694990154837,7.73649834463475,2260.7054838709682,2267.0838785954375,-0.0028174450855200216
2007-01-01,-0.010897919068785455,0.009944205463703747,7.723432204559075,2236.202258064517,2283.2985525739446,-0.020842124532489202
2007-02-01,-0.0038678616028011703,-0.0061609625172657796,7.71253428549029,2227.569642857143,2222.467453025901,0.0022931009144646092
2007-03-01,-0.011161657819650728,-0.013531561769214434,7.708666423887489,2202.8445161290324,2197.630167403311,0.0023699039495637068
2007-04-01,-0.026656245024335945,-0.04035483733505261,7.697504766067838,2144.900666666667,2115.718877932673,0.013698592310716663
2007-05-01,-0.06524936632637068,-0.017941541514476144,7.670848521043502,2009.4154838709676,2106.7610075374555,-0.047307824811894536
2007-06-01,-0.04367958327761645,-0.024093252164027544,7.605599154717131,1923.534333333333,1961.5806916959011,-0.019586331113588908
2007-07-01,0.014610042929533051,-0.004614260628847528,7.561919571439515,1951.8435483870976,1914.6790905016803,0.01922430355838058
2007-08-01,0.052030216662443785,0.025101710469347623,7.576529614369048,2056.0867741935485,2001.4582619663386,0.026928506193096162
2007-09-01,0.02747912001290409,-0.01346393374584982,7.628559831031492,2113.3696666666665,2028.5892856604182,0.040943053758753914
2007-10-01,-0.054593574392353794,-0.03923315514669991,7.656038951044396,2001.086129032258,2032.0609349026533,-0.015360419245653886
2007-11-01,0.022371041441997086,-0.0035081024301365496,7.601445376652042,2046.357,1994.0784129997776,0.025879143872133636
2007-12-01,-0.01602051495951251,0.006705205490604339,7.623816418094039,2013.8345161290322,2060.124349063023,-0.02272572045011685
2008-01-01,-0.015336892620586795,-0.0020428963501598913,7.607795903134527,1983.1841935483867,2009.724660380209,-0.013293996270426904
2008-02-01,-0.04006733175866817,-0.009400525494379535,7.59245901051394,1905.2941379310348,1964.628572915591,-0.03066680626428863
2008-03-01,-0.032974135724953335,-0.026712512031895067,7.552391678755272,1843.4932258064518,1855.0727019944627,-0.006261623693058268
2008-04-01,-0.026599862138602326,-0.015325289417834934,7.519417543030318,1795.1029999999996,1815.456542457446,-0.011274572720767392
2008-05-01,-0.011174022832282304,-0.013748955393129796,7.492817680891716,1775.1561290322572,1770.591101556252,0.002574932560847492
2008-06-01,-0.024446263124291434,0.014583563708285585,7.481643658059434,1732.2863333333335,1801.2339229319928,-0.03902982683257702
2008-07-01,0.02775824529879145,-3.2000218859256083e-06,7.457197394935142,1781.0451612903223,1732.280789988024,0.027761445320677376
2008-08-01,0.03662079024300713,0.00752569156984862,7.484955640233934,1847.4774193548383,1794.4993202724568,0.029095098673158508
2008-09-01,0.11188372817531445,0.04772210041138848,7.521576430476941,2066.1870000000004,1937.7805115221424,0.06416162776392596
2008-10-01,0.10234815173954459,0.13339658248020927,7.633460158652255,2288.8580645161287,2361.0382580648197,-0.031048430740664684
2008-11-01,0.019384962015591256,0.045569272619345666,7.7358083103918,2333.660333333334,2395.5726486826193,-0.02618431060375441
2008-12-01,-0.03583674791915925,-0.008375325851718688,7.755193272407391,2251.5103225806456,2314.19678815514,-0.027461422067440563
2009-01-01,0.000886037422334951,-0.040530601672205624,7.719356524488232,2253.506129032258,2162.0798324955613,0.041416639094540575
2009-02-01,0.10872901270107249,0.03346540483058182,7.720242561910567,2512.344285714285,2330.196707325585,0.07526360787049066
2009-03-01,-0.017145994497894,-0.0005386608339312361,7.828971574611639,2469.634838709678,2510.9913486660325,-0.016607333663962765
2009-04-01,-0.03923807027332327,-0.035879045596353,7.811825580113745,2374.607666666667,2382.59744383404,-0.0033590246769702667
2009-05-01,-0.06403417564529601,-0.046356229028885754,7.772587509840422,2227.3177419354834,2267.042235292611,-0.017677946616410256
2009-06-01,-0.0638922362952794,-0.0034714196573338387,7.708553334195126,2089.460333333333,2219.599192256734,-0.06042081663794557
2009-07-01,-0.019436983627482363,0.003383048815013264,7.644661097899847,2049.239677419354,2096.5410500900052,-0.022820032442495627
2009-08-01,-0.015551195634241566,-0.02945461070450097,7.625224114272364,2017.618064516128,1989.7603902666485,0.013903415070259405
2009-09-01,-0.019814723075928242,0.00036756867933119186,7.609672918638123,1978.0329999999992,2018.3598140370912,-0.020182291755259433
2009-10-01,-0.03951228998300049,-0.03772504230191223,7.589858195562194,1901.4003225806448,1904.8016344860173,-0.001787247681088261
2009-11-01,0.03892888049012022,-0.016949049364518024,7.550345905579194,1976.8793333333338,1869.4449660904938,0.05587792985463824
2009-12-01,0.020593649039456707,0.002998830583527082,7.589274786069314,2018.0125806451622,1982.816557453266,0.017594818455929626
2010-01-01,-0.01728711330822552,0.00966697027928175,7.609868435108771,1983.4267741935485,2037.6152448154173,-0.02695408358750727
2010-02-01,-0.016112994864807106,0.027302142836509762,7.592581321800545,1951.7239285714281,2038.3245790852984,-0.04341513770131687
2010-03-01,-0.022137727690432207,-0.019709753769564853,7.576468326935738,1908.9919354838712,1913.6325494835328,-0.0024279739208673545
2010-04-01,0.01479683905510587,-0.016683439972373974,7.554330599245306,1937.4490000000003,1877.4075835286312,0.031480279027479845
2010-05-01,0.023537801208136422,0.05006548687150119,7.569127438300412,1983.5932258064518,2036.917521391018,-0.026527685663364768
2010-06-01,-0.029025491257095304,0.0055688197977786374,7.592665239508548,1926.8460000000005,1994.6703135592063,-0.03459431105487394
2010-07-01,-0.027589837643133386,-0.02823619950907527,7.563639748251453,1874.41129032258,1873.200133808283,0.0006463618659418857
2010-08-01,-0.028798652897101817,-0.01502832236824344,7.53604991060832,1821.2006451612901,1846.452645171217,-0.013770330528858378
2010-09-01,-0.008507592957902155,-0.004857747058159611,7.507251257711218,1805.7723333333327,1812.375166411737,-0.003649845899742544
2010-10-01,0.0015686034501500856,-0.03850175564408744,7.498743664753316,1808.6070967741932,1737.5683401210692,0.04007035909423753
2010-11-01,0.02962788178102027,0.003654537958585558,7.500312268203466,1862.994,1815.228812347204,0.025973343822434714
2010-12-01,0.031353792185720764,-0.0035631897686376982,7.529940149984486,1922.331290322581,1856.3676113911085,0.03491698195435846
2011-01-01,-0.029164677784858206,-0.015625546260066504,7.561293942170207,1867.0767741935488,1892.5272722542345,-0.013539131524791703
2011-02-01,0.008158394720640061,-0.013786076383064977,7.532129264385349,1882.3714285714277,1841.5137231248902,0.021944471103705038
2011-03-01,-0.00029572918356635114,0.007981500519803444,7.540287659105989,1881.814838709677,1897.4556945677834,-0.008277229703369795
2011-04-01,-0.03900152257560041,-0.04918150215941421,7.539991929922422,1809.8340000000005,1791.503387761949,0.010179979583813802
2011-05-01,-0.005165886903627737,9.457765581255145e-05,7.500990407346822,1800.5087096774187,1810.0051779518078,-0.005260464559440288
