termino,coeficiente_largo_plazo,error_estandar,estadistico_t,p_valor,ic_95_inferior,ic_95_superior
const,3.3631572912663406,2.20861868664025,1.5227423871806385,0.127823168855554,-0.988654796419254,7.714969378951935
ln_trm,1.0,0.0,,,1.0,1.0
ln_brent,-0.05129833308499665,0.12374165013509583,-0.4145599564010285,0.6784640672858511,-0.2951160695124822,0.1925194033424889
ln_remesas_12m,0.05864022201733626,0.19828556064292568,0.2957362191538297,0.7674315348398528,-0.33205714228507505,0.4493375863197476
diferencial_tasas_pp,-0.002656468918412148,0.011554926422597993,-0.2298992500044731,0.8181700591293983,-0.025424033452004377,0.020111095615180083
deficit_fiscal_12m_pct_pib,-0.02505878403862818,0.016358908817771304,-1.531812684927119,0.12556866490665408,-0.05729200635316867,0.007174438275912309
ln_dolar_amplio,-2.4493465140499677,0.6896509566116877,-3.551574155836468,0.00038293406876954705,-3.8082190923817887,-1.090473935718147
