modelo,observaciones,mae_log,rmse_log,mape_pct,acierto_direccion_pct
Pronóstico con rezagos de publicación,48,0.026373574127845023,0.034020636052328586,2.6260286905604784,47.91666666666667
Caminata aleatoria,48,0.024028760243602603,0.03221545509726062,2.394031003568149,
