fecha,tes_5y_pesos_colombia_pct,tes_5y_uvr_colombia_pct,bei_eeuu_5y_pct,bei_colombia_5y_pct,diferencial_bei_5y_pp,tes_5y_pesos_comun_pct,tes_5y_uvr_comun_pct,bei_eeuu_5y_comun_pct,diferencial_bei_5y_comun_pp,diferencia_comun_menos_separada_pp,dias_tes_pesos,dias_tes_uvr,dias_bei_eeuu,dias_comunes
2022-04-01,9.471052632,3.439473684,3.266240025,6.031578947,2.765338923,9.471052632,3.439473684,3.26728423,2.764294717,-0.001044205615,19,19,20,19
2022-05-01,10.70428571,3.927619048,3.010319063,6.776666667,3.766347604,10.70428571,3.927619048,3.010319063,3.766347604,1.776356839e-15,21,21,21,21
2022-06-01,11.0575,4.6795,2.863523813,6.378,3.514476187,11.0575,4.6795,2.870784998,3.507215002,-0.007261185419,20,20,21,20
2022-07-01,12.09105263,5.413684211,2.532545006,6.677368421,4.144823415,12.09105263,5.413684211,2.528505275,4.148863146,0.004039731151,19,19,20,19
2022-08-01,11.66636364,5.264545455,2.704795651,6.401818182,3.697022531,11.66636364,5.264545455,2.708286361,3.693531821,-0.003490710447,22,22,23,22
2022-09-01,12.31909091,4.841363636,2.470857143,7.477727273,5.006870129,12.32952381,4.83047619,2.470857143,5.028190476,0.02132034632,22,22,21,21
2022-10-01,13.5135,5.5105,2.443115032,8.003,5.559884968,13.53947368,5.530526316,2.439568457,5.569378912,0.00949394329,20,20,20,19
2022-11-01,13.391,5.74,2.372730017,7.651,5.278269983,13.42666667,5.771666667,2.365222242,5.289777758,0.01150777456,20,20,20,18
2022-12-01,12.722,5.3615,2.242285717,7.3605,5.118214283,12.72684211,5.348947368,2.239684218,5.138210519,0.01999623609,20,20,21,19
2023-01-01,12.48047619,4.881904762,2.148364985,7.598571429,5.450206444,12.46894737,4.860526316,2.151515772,5.45690528,0.006698836581,21,21,20,19
2023-02-01,12.276,4.7675,2.356010537,7.5085,5.152489463,12.23684211,4.754210526,2.356010537,5.126621042,-0.02586842105,20,20,19,19
2023-03-01,12.01681818,4.716363636,2.337921733,7.300454545,4.962532812,12.01681818,4.716363636,2.34690909,4.953545456,-0.00898735608,22,22,23,22
2023-04-01,11.25,4.388888889,2.276825011,6.861111111,4.5842861,11.25,4.388888889,2.276411123,4.584699988,0.0004138880306,18,18,20,18
2023-05-01,11.05095238,4.444285714,2.15348636,6.606666667,4.453180306,11.055,4.446,2.149369991,4.459630009,0.006449702711,21,21,22,20
2023-06-01,10.3245,4.235,2.138395241,6.0895,3.951104759,10.3245,4.235,2.140009999,3.949490001,-0.001614757947,20,20,21,20
2023-07-01,9.929473684,4.093157895,2.202724981,5.836315789,3.633590808,9.931666667,4.103888889,2.202405545,3.625372232,-0.008218575835,19,19,20,18
2023-08-01,10.26809524,4.414761905,2.23587825,5.853333333,3.617455083,10.26809524,4.414761905,2.233423801,3.619909533,0.002454449178,21,21,23,21
2023-09-01,10.80095238,4.553333333,2.266419995,6.247619048,3.981199053,10.8245,4.5645,2.266419995,3.993580005,0.01238095238,21,21,20,20
2023-10-01,11.50904762,4.767142857,2.271980933,6.741904762,4.469923829,11.499,4.7575,2.270684981,4.470815019,0.0008911895298,21,21,21,20
2023-11-01,10.501,4.4805,2.179876169,6.0205,3.840623831,10.50947368,4.483157895,2.172305245,3.854010544,0.01338671289,20,20,21,19
2023-12-01,9.975,4.119444444,2.079309988,5.855555556,3.776245568,9.975,4.119444444,2.080122206,3.77543335,-0.0008122179243,18,18,20,18
2024-01-01,9.345238095,3.871904762,2.171176195,5.473333333,3.302157138,9.353,3.8785,2.173830009,3.300669991,-0.001487146695,21,21,21,20
2024-02-01,9.27,3.984761905,2.264555013,5.285238095,3.020683082,9.275,3.991,2.264555013,3.019444987,-0.001238095238,21,21,20,20
2024-03-01,9.515555556,4.392222222,2.317689991,5.123333333,2.805643342,9.515555556,4.392222222,2.315772216,2.807561118,0.001917775472,18,18,20,18
2024-04-01,10.28454545,5.046363636,2.395227281,5.238181818,2.842954538,10.28454545,5.046363636,2.395227281,2.842954538,8.881784197e-16,22,22,22,22
2024-05-01,10.24380952,5.379047619,2.308363644,4.864761905,2.556398261,10.236,5.376,2.306450009,2.553549991,-0.002848270548,21,21,22,20
2024-06-01,10.25777778,5.384444444,2.21875788,4.873333333,2.654575453,10.25294118,5.378823529,2.210323516,2.663794131,0.009218678027,18,18,19,17
2024-07-01,10.19727273,5.494545455,2.206277273,4.702727273,2.49645,10.19619048,5.495714286,2.201842853,2.498633337,0.002183337666,22,22,22,21
2024-08-01,9.582,5.0475,2.027113627,4.5345,2.507386373,9.582,5.0475,2.028984994,2.505515006,-0.001871366392,20,20,22,20
2024-09-01,9.36,4.953333333,2.036079991,4.406666667,2.370586676,9.3485,4.9535,2.036079991,2.358920009,-0.01166666667,21,21,20,20
2024-10-01,9.719545455,5.191363636,2.255495462,4.528181818,2.272686357,9.719545455,5.191363636,2.255495462,2.272686357,4.440892099e-16,22,22,22,22
2024-11-01,10.02210526,5.334736842,2.331473652,4.687368421,2.355894769,10.00944444,5.342222222,2.335149964,2.332072259,-0.02382251084,19,19,19,18
2024-12-01,10.371,5.261,2.296300014,5.11,2.813699986,10.371,5.261,2.296065009,2.813934991,0.0002350052198,20,20,21,20
2025-01-01,10.70285714,5.271428571,2.418833313,5.431428571,3.012595259,10.7,5.276,2.423869979,3.000130021,-0.01246523828,21,21,21,20
2025-02-01,10.711,5.3385,2.524678958,5.3725,2.847821042,10.69947368,5.34,2.524678958,2.834794726,-0.01302631579,20,20,19,19
2025-03-01,10.9955,5.6365,2.447190489,5.359,2.911809511,10.9955,5.6365,2.446920013,2.912079987,0.0002704756601,20,20,21,20
2025-04-01,11.3175,6.126315789,2.314747617,5.191184211,2.876436593,11.31842105,6.126315789,2.315999997,2.876105266,-0.0003313272997,20,19,21,19
2025-05-01,11.37190476,6.160952381,2.397971448,5.210952381,2.812980933,11.3625,6.161,2.40137502,2.80012498,-0.01285595206,21,21,21,20
2025-06-01,11.79,6.345555556,2.336609995,5.444444444,3.107834449,11.78,6.341764706,2.334194113,3.104041181,-0.003793268188,18,18,20,17
2025-07-01,11.55347826,6.287391304,2.462836363,5.266086957,2.803250593,11.54409091,6.288181818,2.462836363,2.793072728,-0.01017786561,23,23,22,22
2025-08-01,11.40684211,6.273684211,2.466047628,5.133157895,2.667110267,11.40684211,6.273684211,2.468973699,2.664184195,-0.002926071784,19,19,21,19
2025-09-01,11.13409091,6.084545455,2.447723786,5.049545455,2.601821669,11.11952381,6.07,2.447723786,2.601800023,-2.164502164e-05,22,22,21,21
2025-10-01,11.27545455,5.770454545,2.354418202,5.505,3.150581798,11.27545455,5.770454545,2.354418202,3.150581798,0,22,22,22,22
2025-11-01,11.90166667,5.955,2.281516671,5.946666667,3.665149995,11.88875,5.945,2.277743742,3.666006258,0.0008562626441,18,18,18,16
2025-12-01,12.3415,6.241052632,2.215050025,6.100447368,3.885397343,12.35578947,6.241052632,2.215405288,3.899331554,0.01393421061,20,19,22,19
2026-01-01,12.5805,5.8795,2.336664999,6.701,4.364335001,12.59578947,5.883157895,2.339099997,4.373531582,0.00919658051,20,20,20,19
2026-02-01,13.1775,6.146,2.399415794,7.0315,4.632084206,13.18578947,6.148421053,2.399415794,4.637952627,0.005868421053,20,20,19,19
2026-03-01,13.75428571,7.04,2.510727265,6.714285714,4.20355845,13.75428571,7.04,2.511147613,4.203138102,-0.0004203479527,21,21,22,21
2026-04-01,13.4405,6.8625,2.576072736,6.578,4.001927264,13.4405,6.8625,2.579770017,3.998229983,-0.00369728045,20,20,22,20
