prueba,estadistico,p_valor
Ljung-Box (6),2.889145452840921,0.822626160662006
Ljung-Box (12),6.457047806228926,0.891314752728422
Breusch-Godfrey (12),6.251498578831149,0.9028769240099259
ARCH-LM (12),18.061393683448046,0.11383907381794964
Jarque-Bera,20.967920365065147,2.7981690216367593e-05
Ramsey RESET,0.06965569706854342,0.7920740423883201
CUSUM estabilidad,0.9157804260850073,0.37131425024769465
Durbin-Watson,1.9240784370936037,
