prueba,estadistico,p_valor
Ljung-Box (6),4.344009993030405,0.6302295840540659
Ljung-Box (12),7.545392430306235,0.8195718602186132
Breusch-Godfrey (12),8.565786402439484,0.7395020759248623
ARCH-LM (12),31.636070352216564,0.0015743724762740904
Jarque-Bera,12.480328554991013,0.001949535231772257
Ramsey RESET,3.132491188857761,0.07810073138624381
CUSUM estabilidad,0.91045055206151,0.37846401899574694
Durbin-Watson,1.7902457419923927,
