confianza_pct,violaciones,tasa_violacion_pct,tasa_esperada_pct,ratio_violacion,kupiec_p_valor,christoffersen_p_valor,modelo
90.0,52,10.4,9.999999999999998,1.0400000000000003,0.766920381162737,0.04349277929659512,GARCH + VIX
95.0,31,6.2,5.000000000000004,1.2399999999999989,0.2345563391031541,0.9548190533535117,GARCH + VIX
99.0,10,2.0,1.0000000000000009,1.9999999999999982,0.0478963353498848,,GARCH + VIX
