fecha,ln_trm_observada,ln_trm_pronostico_publicacion,ln_trm_caminata_aleatoria,cambio_log_observado,cambio_log_pronostico,trm_observada,trm_pronostico_publicacion,trm_caminata_aleatoria
2022-05-01,8.298808139175573,8.264503118745283,8.240907796093667,0.05790034308190606,0.023595322651615902,4019.079354838708,3883.5428386804288,3792.9819999999972
2022-06-01,8.276589766414325,8.311577158774476,8.298808139175573,-0.022218372761248162,0.012769019598902531,3930.766666666666,4070.7281080951593,4019.079354838708
2022-07-01,8.382016058206503,8.304601325829104,8.276589766414325,0.10542629179217755,0.02801155941477873,4367.805806451614,4042.4302043249613,3930.766666666666
2022-08-01,8.371582127847805,8.418028539196339,8.382016058206503,-0.010433930358697552,0.03601248098983631,4322.469354838713,4527.96793876422,4367.805806451614
2022-09-01,8.396978677110038,8.37514437267943,8.371582127847805,0.02539654926223278,0.0035622448316230404,4433.650999999996,4337.894506730076,4322.469354838713
2022-10-01,8.457831715043978,8.423281724689076,8.396978677110038,0.06085303793394026,0.026303047579038567,4711.830322580648,4551.81678060242,4433.650999999996
2022-11-01,8.502416687971365,8.506335527457603,8.457831715043978,0.044584972927387057,0.04850381241362456,4926.660666666665,4946.005338597771,4711.830322580648
2022-12-01,8.473970535354521,8.510972637293424,8.502416687971365,-0.028446152616844245,0.008555949322059497,4788.490645161287,4968.993767343002,4926.660666666665
2023-01-01,8.458547432938246,8.465271963714354,8.473970535354521,-0.015423102416274759,-0.008698571640166852,4715.203870967738,4747.018253024025,4788.490645161287
2023-02-01,8.477019424251225,8.468564632021003,8.458547432938246,0.018471991312978275,0.0100171990827575,4803.112499999996,4762.674370633109,4715.203870967738
2023-03-01,8.469326819773904,8.501467616038267,8.477019424251225,-0.007692604477320231,0.024448191787043494,4766.3058064516135,4921.987129416352,4803.112499999996
2023-04-01,8.421271177813114,8.440813019585477,8.469326819773904,-0.04805564196079004,-0.028513800188426863,4542.674333333336,4632.31962056765,4766.3058064516135
2023-05-01,8.420701901472638,8.41187258334728,8.421271177813114,-0.0005692763404763213,-0.00939859446583391,4540.089032258067,4500.179587733345,4542.674333333336
2023-06-01,8.345044039825018,8.442070814155407,8.420701901472638,-0.07565786164762045,0.02136891268276997,4209.267999999998,4638.149792843464,4540.089032258067
2023-07-01,8.311209943353095,8.337279789148523,8.345044039825018,-0.03383409647192259,-0.007764250676494555,4069.2335483870993,4176.71273524716,4209.267999999998
2023-08-01,8.311576434873045,8.314485140274453,8.311209943353095,0.00036649151994971874,0.0032751969213578036,4070.7251612903224,4082.5829385847555,4069.2335483870993
2023-09-01,8.295179168611119,8.336608711509033,8.311576434873045,-0.016397266261925836,0.025032276635987394,4004.52066666667,4173.9107769948805,4070.7251612903224
2023-10-01,8.348166834656725,8.28863029060781,8.295179168611119,0.05298766604560612,-0.0065488780033096106,4222.433225806451,3978.3812347561006,4004.52066666667
2023-11-01,8.303704052588216,8.374339269512436,8.348166834656725,-0.044462782068508844,0.026172434855711302,4038.804666666669,4334.403459639732,4222.433225806451
2023-12-01,8.281016773597672,8.262229217114253,8.303704052588216,-0.022687278990543902,-0.04147483547396291,3948.2067741935466,3874.7220768584652,4038.804666666669
2024-01-01,8.272621363120876,8.269269454125551,8.281016773597672,-0.008395410476795817,-0.011747319472121376,3915.1987096774164,3902.0972895544655,3948.2067741935466
2024-02-01,8.276760699123423,8.27292166789124,8.272621363120876,0.004139336002547012,0.0003003047703629136,3931.4386206896565,3916.3746390866195,3915.1987096774164
