observaciones_backtest,rmse_modelo,rmse_caminata,r2_vs_caminata_pct,acierto_direccion_pct,sharpe_estrategia_diaria,dm_stat,dm_p_valor,modelo,parametros
250,0.005581036721852696,0.00560985718846359,1.0248544132335002,32.0,-0.5700850637188671,0.7053715629855108,0.4812383694216791,AR(1),2
250,0.005561420236342471,0.00560985718846359,1.7193964815741425,37.6,-1.9280330934501109,0.25731631820214385,0.7971471084520698,AR(1) + dólar,3
250,0.005583962048565164,0.00560985718846359,0.9210706425250681,31.2,-0.09183082122017262,0.6377200131041254,0.5242419411317858,HAR,4
250,0.005226539701879289,0.00560985718846359,13.198966417813107,41.6,-4.033642355509544,1.9869681849241203,0.04802179839434362,HAR + globales mensuales,11
250,0.005230830839759267,0.00560985718846359,13.056375667200648,41.199999999999996,-4.021448091190589,1.9616554239150308,0.050916745105481054,HAR + globales mensuales + vol,12
250,0.00560985718846359,0.00560985718846359,0.0,50.0,0.0,0.0,1.0,Caminata aleatoria,0
