fecha,desviacion_cf_pct,prob_turbulento,regimen,es_turbulento,senal_cf_markov,senal_cf_pura,senal_condicional
2016-12-01,5.415041926467576,0.9999882435243044,1,1.0,5.414978264658776,5.415041926467576,5.415041926467576
2017-01-01,3.556350936944086,0.9998754381481787,1,1.0,3.5559079512856537,3.556350936944086,3.556350936944086
2017-02-01,2.1329714248588787,0.9989407459380797,1,1.0,2.130712066213137,2.1329714248588787,2.1329714248588787
2017-03-01,1.1860651135000455,0.9940905738994508,1,1.0,1.1790561493613774,1.1860651135000455,1.1860651135000455
2017-04-01,0.5586385722248843,0.9793684157298277,1,1.0,0.5471129734454578,0.5586385722248843,0.5586385722248843
2017-05-01,0.1726816550907312,0.9494691734480603,1,1.0,0.16395590832863957,0.1726816550907312,0.1726816550907312
2017-06-01,0.05471973714732126,0.9017799706410545,1,1.0,0.04934516295819758,0.05471973714732126,0.05471973714732126
2017-07-01,0.14446055021730964,0.8297415856825637,1,1.0,0.11986492600588612,0.14446055021730964,0.14446055021730964
2017-08-01,0.1670283977966036,0.711674117707164,1,1.0,0.1188697876339391,0.1670283977966036,0.1670283977966036
2017-09-01,-0.23802944640579915,0.5142425544072073,1,1.0,-0.12240487054385162,-0.23802944640579915,-0.23802944640579915
2017-10-01,-1.2410577734808,0.26208689114688866,0,0.0,-0.3252649735852624,-1.2410577734808,0.0
2017-11-01,-2.691008975021006,0.08341183383482272,0,0.0,-0.22446199347246873,-2.691008975021006,0.0
2017-12-01,-4.278464712040664,0.01846873731695468,0,0.0,-0.07901784088653918,-4.278464712040664,0.0
2018-01-01,-5.8265725016107215,0.003936825007724084,0,0.0,-0.022938196333658564,-5.8265725016107215,0.0
2018-02-01,-7.392477340627041,0.001486194700148462,0,0.0,-0.010986660644607503,-7.392477340627041,0.0
2018-03-01,-9.052129153136224,0.0015980349121311375,0,0.0,-0.014465618415831754,-9.052129153136224,0.0
2018-04-01,-10.590425116095863,0.0028580442036699604,0,0.0,-0.03026790311745855,-10.590425116095863,0.0
2018-05-01,-11.460511687036915,0.0041160675039325295,0,0.0,-0.04717223973345162,-11.460511687036915,0.0
2018-06-01,-11.137358567544902,0.00349669602563791,0,0.0,-0.038943957439238584,-11.137358567544902,0.0
2018-07-01,-9.58633366200894,0.0017932360472808614,0,0.0,-0.017190559083976376,-9.58633366200894,0.0
2018-08-01,-7.404190063840666,0.0009130364006313466,0,0.0,-0.006760295045479462,-7.404190063840666,0.0
2018-09-01,-5.4586461640528,0.000795364513272719,0,0.0,-0.00434161344939985,-5.4586461640528,0.0
2018-10-01,-4.316890692275938,0.000941467480064219,0,0.0,-0.004064212201769709,-4.316890692275938,0.0
2018-11-01,-3.9608516442600497,0.0010492975809574111,0,0.0,-0.004156112048853255,-3.9608516442600497,0.0
2018-12-01,-4.016535217706396,0.0010439708028616348,0,0.0,-0.004193145495950978,-4.016535217706396,0.0
2019-01-01,-4.225094559678844,0.0009722190827301685,0,0.0,-0.004107717557259191,-4.225094559678844,0.0
2019-02-01,-4.650263703519605,0.0008596348246636729,0,0.0,-0.003997528623414918,-4.650263703519605,0.0
2019-03-01,-5.4030952578435345,0.0007459806491078405,0,0.0,-0.004030604507637615,-5.4030952578435345,0.0
2019-04-01,-6.203847984811533,0.0006979101387903846,0,0.0,-0.004329728408114265,-6.203847984811533,0.0
2019-05-01,-6.3397875122583685,0.0007544227494649177,0,0.0,-0.0047828799260213085,-6.3397875122583685,0.0
2019-06-01,-5.223668600382359,0.0011522396644659046,0,0.0,-0.00601891815538565,-5.223668600382359,0.0
2019-07-01,-3.10697999905607,0.0029907562555723886,0,0.0,-0.009292219868115235,-3.10697999905607,0.0
2019-08-01,-1.2008750964868073,0.007220753370183407,0,0.0,-0.008671222900126438,-1.2008750964868073,0.0
2019-09-01,-0.8832008761175556,0.009265424209657733,0,0.0,-0.00818323077957052,-0.8832008761175556,0.0
2019-10-01,-2.514970097044505,0.007594061368336722,0,0.0,-0.01909883725648773,-2.514970097044505,0.0
2019-11-01,-4.88327236105743,0.009501643870758155,0,0.0,-0.046399114898684035,-4.88327236105743,0.0
2019-12-01,-5.896206922756786,0.029477072896968427,0,0.0,-0.17380292127771166,-5.896206922756786,0.0
2020-01-01,-4.1249359360283115,0.14609220541292467,0,0.0,-0.6026209880814027,-4.1249359360283115,0.0
2020-02-01,0.007149873292011319,0.6538780798244069,1,1.0,0.004675145419168173,0.007149873292011319,0.007149873292011319
2020-03-01,4.403507670582171,0.9952888172995105,1,1.0,4.382761941423052,4.403507670582171,4.403507670582171
2020-04-01,6.7754406130041325,0.9999945333040592,1,1.0,6.775403573730436,6.7754406130041325,6.7754406130041325
2020-05-01,6.271984100456199,0.9999959375903852,1,1.0,6.271958621087685,6.271984100456199,6.271984100456199
2020-06-01,3.9577909279548456,0.9998451159087215,1,1.0,3.9571779291034987,3.9577909279548456,3.9577909279548456
2020-07-01,1.7852936379150177,0.995588687875159,1,1.0,1.7774181504436817,1.7852936379150177,1.7852936379150177
2020-08-01,0.9549308303073614,0.9741587169284219,1,1.0,0.9302541924076118,0.9549308303073614,0.9549308303073614
2020-09-01,1.0396652389757817,0.9136335469380866,1,1.0,0.9498730399136769,1.0396652389757817,1.0396652389757817
2020-10-01,0.5617799985677796,0.7247801712634805,1,1.0,0.40716700357435315,0.5617799985677796,0.5617799985677796
2020-11-01,-1.541178044500556,0.31149236454035006,0,0.0,-0.4800651932591511,-1.541178044500556,0.0
2020-12-01,-4.855995095111389,0.061769661279853415,0,0.0,-0.29995317220166007,-4.855995095111389,0.0
2021-01-01,-7.737324984186482,0.012398874445027108,0,0.0,-0.09593412101929955,-7.737324984186482,0.0
2021-02-01,-8.610426118954656,0.0033098364700024116,0,0.0,-0.028499102390777444,-8.610426118954656,0.0
2021-03-01,-7.205559359507396,0.0012412417875294693,0,0.0,-0.008943841379544659,-7.205559359507396,0.0
2021-04-01,-4.711039607252745,0.0011387715968904186,0,0.0,-0.005364798096565219,-4.711039607252745,0.0
2021-05-01,-2.7880010638236556,0.0019018612263962324,0,0.0,-0.005302391122437658,-2.7880010638236556,0.0
2021-06-01,-2.324139043021875,0.0023757399645305457,0,0.0,-0.005521550007632846,-2.324139043021875,0.0
2021-07-01,-2.9338948118224435,0.00206769265674983,0,0.0,-0.0060663927580816915,-2.9338948118224435,0.0
2021-08-01,-3.5030262467333455,0.0019427990965282132,0,0.0,-0.006805676227268161,-3.5030262467333455,0.0
2021-09-01,-3.203821655214573,0.0028687835319255017,0,0.0,-0.009191070803705868,-3.203821655214573,0.0
2021-10-01,-2.1151277460521505,0.005870004113230903,0,0.0,-0.012415808569334932,-2.1151277460521505,0.0
2021-11-01,-1.0323381128434255,0.010515213111653446,0,0.0,-0.010855255259830762,-1.0323381128434255,0.0
2021-12-01,-0.7612800602340764,0.012562609510777374,0,0.0,-0.00956366412506178,-0.7612800602340764,0.0
2022-01-01,-1.5277328814031932,0.010360854647146471,0,0.0,-0.01582861832388474,-1.5277328814031932,0.0
2022-02-01,-2.895140815268446,0.00831652189437639,0,0.0,-0.024077501977482742,-2.895140815268446,0.0
2022-03-01,-4.095016577390548,0.011847084697887637,0,0.0,-0.048514008231599764,-4.095016577390548,0.0
2022-04-01,-4.412555099976864,0.034225524672970464,0,0.0,-0.15102201344509983,-4.412555099976864,0.0
2022-05-01,-3.3950126190770535,0.14043966616340442,0,0.0,-0.4767944388437267,-3.3950126190770535,0.0
2022-06-01,-0.920017007955129,0.5177070658431554,1,1.0,-0.4762993057142488,-0.920017007955129,-0.920017007955129
2022-07-01,2.750899461238601,0.9664104468723761,1,1.0,2.658497977636575,2.750899461238601,2.750899461238601
2022-08-01,6.95279258555389,0.99997888820702,1,1.0,6.9526457996361914,6.95279258555389,6.95279258555389
2022-09-01,10.782825518428044,0.9999999960716136,1,1.0,10.78282547606894,10.782825518428044,10.782825518428044
2022-10-01,13.491986154466936,0.9999999999769947,1,1.0,13.49198615415655,13.491986154466936,13.491986154466936
2022-11-01,14.870110979871749,0.9999999999987306,1,1.0,14.870110979852871,14.870110979871749,14.870110979871749
2022-12-01,15.274853880900704,0.9999999999994776,1,1.0,15.274853880892724,15.274853880900704,15.274853880900704
2023-01-01,15.203847208274507,0.9999999999993888,1,1.0,15.203847208265215,15.203847208274507,15.203847208274507
2023-02-01,14.745051024234343,0.9999999999983357,1,1.0,14.745051024209802,14.745051024234343,14.745051024234343
2023-03-01,13.430294039608315,0.9999999999739271,1,1.0,13.430294039258149,13.430294039608315,13.430294039608315
