horizonte_meses,observaciones,beta,t_stat_hac,p_valor_hac,r2_pct,acierto_direccion_pct,sharpe_estrategia,senal
18,194,0.28287155554940396,0.1240383975706687,0.901284872939909,0.05429002086903001,51.546391752577314,-0.07558822420947703,z_global_yield_10y
24,188,-0.19029485673419735,-0.06556566316016257,0.9477236270943996,0.020049816001188603,44.680851063829785,-0.06650207095181418,z_global_yield_10y
6,229,-1.0824752280540912,-0.6890952984123194,0.49076329852332035,0.8739963170161014,49.78165938864629,-0.08614790883054765,mom12_global_yield_10y
12,223,-1.1155437593784718,-0.4737702195281019,0.6356637733004489,0.4977693054536103,49.775784753363226,-0.04455622245248923,mom12_global_yield_10y
18,217,1.0226168148200003,0.2992707977683168,0.7647334341088484,0.32285378592291636,53.91705069124424,0.06483755434214807,mom12_global_yield_10y
24,211,0.8297836689083358,0.19537983650766053,0.8450956005619479,0.17841421332198681,44.54976303317535,0.029355776111594987,mom12_global_yield_10y
6,206,-1.3580964871498202,-1.283665923126862,0.19925887264937403,3.1991282099069096,37.37864077669903,-0.46590628160897035,z_global_spread_10y2y
12,200,-0.9368571216851148,-0.4623209773680467,0.6438511585193576,0.7259602229459983,41.0,-0.21517940949833128,z_global_spread_10y2y
18,194,0.07219855414631919,0.02372312857744256,0.9810734572589302,0.002952910063225289,37.11340206185567,-0.10901344391840091,z_global_spread_10y2y
24,188,-0.46545155957696094,-0.13276561407841042,0.8943787495529093,0.10377295971865097,37.765957446808514,-0.13037596577150212,z_global_spread_10y2y
6,229,-0.6438060762832507,-0.2826620953623969,0.7774358752339441,0.23141861168486377,42.35807860262008,-0.1838170820495647,mom12_global_spread_10y2y
12,223,0.3827224346601691,0.11887645833743657,0.9053732330124171,0.04357392349104705,44.843049327354265,-0.08263511003096602,mom12_global_spread_10y2y
18,217,1.7270537477444226,0.44034243119185495,0.6596891134502934,0.6641570594290935,51.61290322580645,0.013555975052171302,mom12_global_spread_10y2y
24,211,1.455834937045029,0.2909032286463585,0.7711253319510374,0.39206977670906973,46.91943127962085,-0.012871423098781287,mom12_global_spread_10y2y
6,206,1.975580136139742,1.5567976881760606,0.11951852626907941,5.7273864132536545,60.19417475728155,0.164540326170616,z_global_breakeven_5y
12,200,2.2907089619130865,1.1999716337237478,0.23015035730147826,3.742030368337801,59.5,0.09693989561479349,z_global_breakeven_5y
18,194,3.637134292053053,1.9264728463290755,0.054045359193714206,6.542252161855544,65.97938144329896,0.15929891110479305,z_global_breakeven_5y
24,188,3.39480985199101,1.434875102889205,0.1513226915607478,4.82546660339136,56.38297872340425,0.14203987383026076,z_global_breakeven_5y
6,229,2.5450789328508963,1.5036833494212785,0.1326629184766837,3.4860814445877075,58.07860262008734,0.1638286310676591,mom12_global_breakeven_5y
12,223,3.5704917892377575,1.4732038073174833,0.1406960887799289,3.678442006281457,52.46636771300448,0.016301815769396807,mom12_global_breakeven_5y
18,217,4.056544553940207,1.407762527357505,0.15920139983823434,3.662045312176887,52.53456221198156,0.023532230233291405,mom12_global_breakeven_5y
24,211,4.252146533936453,1.4954265792902288,0.1348031481226813,3.3994944462209964,57.81990521327014,0.08132611363001625,mom12_global_breakeven_5y
6,206,1.4724982438183774,1.1220581552826547,0.26183771401626954,3.3023835847841743,56.310679611650485,0.11999218684427684,z_global_breakeven_10y
