fecha,ln_trm,permanente_bn,transitorio_bn,transitorio_bn_pct
2020-07-01,8.20463540789215,8.3690993416905,-0.1644639337983497,-16.44639337983497
2020-08-01,8.238279446299323,8.391648025791396,-0.15336857949207167,-15.336857949207166
2020-09-01,8.229568539538086,8.36074390713283,-0.13117536759474543,-13.117536759474543
2020-10-01,8.251608728315215,8.414609325299942,-0.16300059698472616,-16.300059698472616
2020-11-01,8.212195848962004,8.383378602624598,-0.1711827536625941,-17.11827536625941
2020-12-01,8.1507931391861,8.317075237961044,-0.16628209877494532,-16.62820987749453
2021-01-01,8.158035629158784,8.32286734658207,-0.16483171742328695,-16.483171742328693
2021-02-01,8.175970891083901,8.335552289598995,-0.1595813985150941,-15.95813985150941
2021-03-01,8.192229623667052,8.348710700321806,-0.15648107665475425,-15.648107665475425
2021-04-01,8.202695026719503,8.366465225255856,-0.16377019853635322,-16.37701985363532
2021-05-01,8.225681429464641,8.403356468041657,-0.17767503857701575,-17.767503857701573
2021-06-01,8.212037383027686,8.376671451886468,-0.16463406885878062,-16.46340688587806
2021-07-01,8.25046812925083,8.4209777739572,-0.1705096447063692,-17.05096447063692
2021-08-01,8.26389542434671,8.410000570501754,-0.1461051461550433,-14.61051461550433
2021-09-01,8.248408151147949,8.395917843088721,-0.14750969194077312,-14.750969194077312
2021-10-01,8.235727541853805,8.389545263338658,-0.15381772148485234,-15.381772148485235
2021-11-01,8.269475401755148,8.440940671513067,-0.17146526975791943,-17.146526975791943
2021-12-01,8.284790291433417,8.447307032252631,-0.16251674081921466,-16.251674081921465
2022-01-01,8.293953667754893,8.45331174953519,-0.15935808178029645,-15.935808178029646
2022-02-01,8.277878518044359,8.431235927199683,-0.1533574091553247,-15.335740915532469
2022-03-01,8.244641664158456,8.403133001717247,-0.15849133755879113,-15.849133755879114
2022-04-01,8.240907796093667,8.406912810868636,-0.16600501477496882,-16.60050147749688
2022-05-01,8.298808139175573,8.47002245792454,-0.17121431874896603,-17.121431874896604
2022-06-01,8.276589766414325,8.419846923480641,-0.1432571570663163,-14.32571570663163
