modelo,rmse,mae_retorno,r2_vs_caminata_pct,acierto_direccion_pct,sharpe_anualizado,dm_stat,dm_p_valor
XGBoost default,0.005589210122845551,0.0037950573226361328,0.38310362501148276,32.4,-0.39126610978746146,0.13793131795045574,0.8904061732300739
XGBoost optimizado,0.005591557505651763,0.003693089092068028,0.29941090671367077,30.0,0.22289622573824097,0.26869545795200406,0.7883865355346753
