factores_top_n,factores,parametros,r_cuadrado_ajustado,bic,mape_pct,acierto_direccion_pct,r2_vs_caminata
3,"Condiciones financieras, commodities y actividad internacional, Dólar amplio, Monedas regionales",21,0.10186274353151037,-887.259171530546,2.5183515975166415,47.91666666666667,-0.09852186699606458
5,"Balanza comercial cambiaria, Condiciones financieras, commodities y actividad internacional, Dólar amplio, Monedas regionales, Riesgo soberano EMBIG Colombia",24,0.14551332643204884,-886.084931262427,2.5724802953317516,45.83333333333333,-0.08155204396055127
7,"Balanza comercial cambiaria, Condiciones financieras, commodities y actividad internacional, Dólar amplio, Monedas regionales, Riesgo soberano EMBIG Colombia, Términos de intercambio, VIX",26,0.1381179170676604,-875.2880133217056,2.5908261821929375,45.83333333333333,-0.09366145175781182
14,"Actividad y precios domésticos, Balanza comercial cambiaria, Condiciones financieras, commodities y actividad internacional, Diferencial de compensación inflacionaria 5 años, Diferencial de tasas, Déficit fiscal, Dólar amplio, Flujos netos de capital, Monedas regionales, Remesas, Reservas internacionales, Riesgo soberano EMBIG Colombia, Términos de intercambio, VIX",34,0.1734119967927914,-850.6217637535572,2.4861801960499226,52.083333333333336,-0.014612337575907297
