fecha,desviacion,r_forward,prob_regimen_1,prob_regimen_2,regimen_mas_probable
2016-12-01,0.2977337946718128,-0.6032362216778608,0.99867730417569,0.001322695824309817,0
2017-01-01,0.2670255953629068,-2.50710042117932,0.99874444502498,0.0012555549750197885,0
2017-02-01,0.23778868346775361,-0.6729828694304274,0.9987517574781571,0.0012482425218428026,0
2017-03-01,0.25083099612959714,-3.2594232956355995,0.9986959399863974,0.0013040600136024938,0
2017-04-01,0.2206168241350266,-3.9528377407241244,0.9985706404493314,0.001429359550668691,0
2017-05-01,0.22825706899231246,-2.136033207675858,0.9983137754220083,0.001686224577992018,0
2017-06-01,0.2313025638617816,-2.305961086499586,0.9971770237503051,0.002822976249695217,0
2017-07-01,0.2489609619639932,-5.109667375167337,0.9932387446624086,0.006761255337591693,0
2017-08-01,0.21955507943583363,-0.4901688564125095,0.9826443132093416,0.01735568679065849,0
2017-09-01,0.19247824166265026,3.922058130405137,0.9462949287334578,0.053705071266542406,0
2017-10-01,0.19675677944102343,4.341934889361276,0.8680097610760783,0.13199023892392178,0
2017-11-01,0.20837543289896843,5.819366651201108,0.7113158663346635,0.28868413366533663,0
2017-12-01,0.1926092223530942,7.306875832420445,0.48879087780573005,0.5112091221942702,1
2018-01-01,0.14251083588889735,9.83980389650343,0.2673689579070179,0.7326310420929822,1
2018-02-01,0.13179996023282214,8.55882878092773,0.157278093858795,0.842721906141205,1
2018-03-01,0.11996262173146377,9.40198895846489,0.0678686774844792,0.932131322515521,1
2018-04-01,0.08399086383808285,13.172567405678404,0.010354511731975135,0.9896454882680248,1
2018-05-01,0.11065544012781725,14.382370140160639,0.001210239245149823,0.9987897607548502,1
2018-06-01,0.11344243352880312,12.073688788481451,0.0010082964084915547,0.9989917035915084,1
2018-07-01,0.10498051544484976,10.557480321465018,0.0013936538943227419,0.9986063461056774,1
2018-08-01,0.12271981821524491,14.218730815086555,0.0006720305697564964,0.9993279694302437,1
2018-09-01,0.14015757258582706,11.381030169342132,0.003630387151710357,0.9963696128482901,1
2018-10-01,0.14864070223282777,10.702841600814494,0.012535895530285153,0.9874641044697154,1
2018-11-01,0.17496118694350127,6.292377404022709,0.03642223855859229,0.9635777614414084,1
