modelo,rmse,mae_retorno,r2_vs_caminata_pct,acierto_direccion_pct,sharpe_anualizado,dm_stat,dm_p_valor
LightGBM default,0.005604347149871923,0.003839746814063394,-0.15720368715923527,33.2,-0.5601091455660724,-0.05488939794792655,0.9562705934738991
LightGBM optimizado,0.005580702428846426,0.0036911844629643116,0.6861393056392107,32.800000000000004,-0.5588615711263164,0.5030316303673366,0.6153866883188415
