fecha,senal_desviacion_pct,pronostico_retorno_pct,retorno_realizado_pct,beta_estimado,r2_insample,n_train
2021-01-01,-7.231667315684653,15.820829636207627,30.051180377946274,-2.3042658119388406,0.00010057774519711682,120
2021-02-01,-5.368212714337162,16.028545721613316,30.10485331673234,-4.394448687219252,0.00036771861513107407,121
2021-03-01,-3.835924414079983,16.151887032050123,27.70971961068529,-5.969393714257496,0.0006786792247870377,122
2021-04-01,-2.96845512029158,16.231555420203133,21.857615109361106,-6.936843290323489,0.0009158718567454649,123
2021-05-01,-1.0824873293989512,16.15355164257094,19.502047200799666,-7.317522239296835,0.0010206491958091313,124
2021-06-01,-2.6358099414164116,16.298002380128192,13.300665679733115,-7.431913508444364,0.0010530863002863322,125
2021-07-01,0.5962269802699538,16.03358251212476,6.074181410226487,-7.249457925267791,0.00100389987298799,126
2021-08-01,1.2346144118337676,15.909047684629257,4.768101052633433,-7.208642932550803,0.0009893832170569938,127
2021-09-01,-0.7551344235197988,15.96669080338291,4.677101746317014,-7.287226557524079,0.0010069341109196772,128
2021-10-01,-2.251257457314182,15.978612074868268,11.243929280291987,-6.975080690105356,0.000919133025584995,129
2021-11-01,0.531819380095655,15.747399409039582,3.422865083306803,-6.722247991330553,0.0008545354652504944,130
2021-12-01,1.3535875409750986,15.598395020308441,-0.3773517835744755,-6.665454503680966,0.0008360048091177186,131
2022-01-01,1.5245976124910854,15.46484220342201,-2.1332304634016808,-6.8206342770840696,0.0008681492184640094,132
2022-02-01,-0.555101979525574,15.47739238532293,-0.11178189209353206,-7.042589234877312,0.0009163956277612462,133
2022-03-01,-3.8867551249854415,15.578445441097983,2.3921253776798324,-6.674208856252362,0.0008169990142558037,134
2022-04-01,-4.191543261580755,15.448192078806482,1.9578683347843295,-5.60541030752913,0.0005754388992613713,135
2022-05-01,0.9900452653601732,15.061621102053058,-3.803077159001056,-4.453702900751802,0.0003628012921342849,136
2022-06-01,-1.5050755466729626,15.036982948197823,2.8102291725948803,-4.5404655564940395,0.0003728884592021364,137
2022-07-01,7.5318681362318785,14.570120400784365,-7.87782747999124,-4.070620141654748,0.0002985964528615659,138
2022-08-01,5.232776860714772,14.38506900534505,-6.127868645952894,-6.688575091182042,0.0007998179507476832,139
2022-09-01,6.320298904829613,14.079335146148521,-5.831129545882696,-8.25224338406818,0.001205703628658794,140
2022-10-01,10.34277251631277,13.428647294601822,-10.328216678429314,-10.118396223480186,0.0017996024554053358,141
2022-11-01,12.367397656428025,12.623706257960231,-11.109235958208608,-13.891201605535436,0.0033822773400524753,142
2022-12-01,7.631796717842754,12.819608679334099,-8.799171785590865,-18.338315846997205,0.005913023302534515,143
2023-01-01,4.554832798850228,13.151321749506653,-9.041881303825505,-20.671814479043974,0.007456244542568657,144
2023-02-01,4.793929061592017,12.901299689111752,-15.148227786639268,-21.940640273237562,0.008293318814735384,145
2023-03-01,2.667138651194634,13.148749767853282,-14.143520503968965,-23.638003482498533,0.009428813675292247,146
2023-04-01,-2.77011572137269,14.275419405204893,-5.950261068022833,-24.340506509363994,0.00979725037770196,147
2023-05-01,-3.3536647544323728,14.225415832918271,-7.7058349632288525,-23.08503957518275,0.008746897369120266,148
2023-06-01,-10.439454867163,15.535839028980252,-2.301815975240018,-21.531562652734483,0.007545886682181924,149
2023-07-01,-12.909556277309875,15.502886859342986,-0.6999997638009958,-18.31475523845751,0.0055406931419411665,150
2023-08-01,-11.973836364117929,14.784210400927682,-0.5743587014118035,-14.886276742027981,0.0037528474752877017,151
2023-09-01,-12.531217244709048,14.37556003499514,-2.0768109261641854,-11.951030827679919,0.0024680747101478717,152
2023-10-01,-6.82529766799469,13.347437085562563,-8.513201030189954,-8.774490440557269,0.0013577922076885018,153
2023-11-01,-10.321750730339474,13.253153006186192,-6.459029797303906,-6.410473969254616,0.0007223471829389538,154
2023-12-01,-11.400228754805752,12.829209295981146,-4.050717744006427,-3.3534022101715357,0.0001992648810175135,155
2024-01-01,-11.002947990292355,12.385608837503485,-5.572304354727464,-0.5515682504602095,5.462938547529106e-06,156
2024-02-01,-9.466228571981539,11.984848006139364,-6.727776431975485,2.2597499869664484,9.263725307040449e-05,157
2024-03-01,-9.12597867704008,11.638352624589109,-4.774079402961817,4.745948842849645,0.0004104138634294374,158
2024-04-01,-8.744992527038065,11.366333577900964,-6.694286084782597,6.812786448372667,0.0008500193014591151,159
2024-05-01,-7.606485796425666,11.162667766415197,-4.0906980093280865,8.958286801868631,0.0014731605442125373,160
2024-06-01,-2.7126230036309096,11.461029622525713,-14.389299295289604,10.518254125671504,0.0020348289629997796,161
2024-07-01,-2.377712546741151,11.311749942895359,-21.101278387524047,11.495671349782011,0.0023939857662326203,162
2024-08-01,-1.3160302717096783,11.21908819915555,-26.247395068238966,12.571457205358362,0.0027949258153466827,163
