n_oos,r2_oos_pct,correlacion,direccion_pct,sharpe,dm_p_valor,senal,horizonte
182,20.82532372998369,0.44572103936340046,71.42857142857143,-0.5317070340816403,0.030187885267310977,senal_cf_pura,6
182,17.724799544357893,0.4473924748286255,70.87912087912088,-0.5432871218613442,0.13456593848723264,senal_cf_markov,6
182,17.823282828935263,0.448952889773614,70.87912087912088,-0.5432871218613442,0.12710701360448273,senal_condicional,6
176,40.26522634784872,0.6293177934369767,81.81818181818183,-0.679071035384637,3.225091445058226e-05,senal_cf_pura,12
176,36.67796790856901,0.6103979232145683,72.1590909090909,-0.5392445065087893,0.0006713406282139456,senal_cf_markov,12
176,36.74606161544906,0.6126961214379171,72.72727272727273,-0.5333878554706674,0.0006408500498005232,senal_condicional,12
170,45.76965571324592,0.6612847976342865,87.05882352941177,-0.6366822251277903,3.5667490655422185e-05,senal_cf_pura,18
170,37.750160101594645,0.598355833290924,75.29411764705883,-0.44334356529477736,0.000462896417403158,senal_cf_markov,18
170,38.07022252497276,0.6036157490379144,75.29411764705883,-0.44334356529477736,0.0004215913768421675,senal_condicional,18
