observaciones_oos,r2_oos_pct,correlacion_pronostico_real,acierto_direccion_pct,rmse_modelo_pct,rmse_caminata_pct,dm_stat,dm_p_valor,sharpe_anualizado,beta_medio,beta_std,horizonte_meses
62,-12.699419847546833,0.0623094762327248,46.774193548387096,9.712855205736409,9.149262211391042,-1.4070242764626593,0.16449505392585761,-0.14152693744968675,9.905444304071542,3.208440766373313,6
56,-26.340130832637954,0.06816806391079587,51.78571428571429,15.146695959036313,13.47557317592605,-1.995307016406925,0.05097260513620938,-0.15663676450293398,10.518139967075987,8.908398565622644,12
50,-41.26042118654916,0.5644533098622455,57.99999999999999,17.622798098434558,14.827386803789283,-2.192242605960802,0.0331420182660882,-0.0038697765077957075,-0.07619476313072676,8.63112093537918,18
44,-135.9176619861049,0.7482681192268228,31.818181818181817,18.752468122871626,12.208946990476754,-4.134767658155938,0.00016156082870888433,-0.2774572840502303,-7.160142526537442,9.24086773444961,24
