modelo,loglik,aic,bic,persistencia,vol_media_pct_diaria,vol_max_pct_diaria,vol_anualizada_media_pct
"GARCH(1,1)",-6221.472761993336,12452.945523986671,12487.510583599034,1.0000000000009184,0.606837757234097,2.3127373184487734,9.594947415240338
"EGARCH(1,1)",-6264.076930289378,12538.153860578755,12572.718920191119,1.118515448200392,0.6028180380152142,2.0532659853270703,9.531390073810222
"GJR-GARCH(1,1,1)",-6185.154193314045,12382.30838662809,12423.786458162926,0.9994743819824341,0.6073092914113949,2.353805111076578,9.602403025214711
GARCH + VIX,-5988.830879406734,11989.661758813469,12031.139830348304,0.9995738956662722,0.5876437214455071,2.214453484078698,9.291463062326686
