fecha,D5 (32-64m),D4 (16-32m),D3 (8-16m),D2 (4-8m),D1 (2-4m),A5 (>32m)
2008-03-01,-0.1033220376650621,0.005651455831210242,-0.04110850497754178,0.004940823624105133,-0.000982587434778674,7.654238393652387
2008-04-01,-0.09892733602733987,0.0014505280309812438,-0.05004873408891301,-0.007552378862140507,-0.004194093659913894,7.65208969549904
2008-05-01,-0.08927846788318262,-0.006890868658221413,-0.0642524941480556,-0.014280922661382733,0.006617574093289516,7.649728837316986
2008-06-01,-0.07516138921407496,-0.01771044397275759,-0.077712556704928,-0.01631942468289494,-0.003101419076848462,7.647202628586649
2008-07-01,-0.06293159693017966,-0.021572415145404526,-0.06990518776060185,-0.010703414419850336,0.005119452934694114,7.644948801555279
2008-08-01,-0.052507831079879004,-0.018326568010466678,-0.04042298143902269,0.006343996354377464,-0.016482200257293998,7.64297201490923
2008-09-01,-0.04126106621248492,-0.01131537941410001,0.005966819649117025,0.025070127149386806,0.013908614563911566,7.641091042916429
2008-10-01,-0.030694714881529524,0.0019282007778793325,0.07504394575212196,0.04740800342685148,0.0027079463748950656,7.6394149289415845
2008-11-01,-0.01584130201318203,0.014259791561401162,0.10827191043509626,0.021820316091238728,-0.010941335987845958,7.637623892320685
2008-12-01,0.0036948348119126037,0.02541960938410229,0.1016022436802377,-0.05845946432751016,0.011402754543729347,7.635696546395763
2009-01-01,0.024262098532002847,0.041118503330170086,0.08839147173087064,-0.05585801374520972,-0.011553605536684249,7.633882107599419
2009-02-01,0.04703567334318015,0.05990394004836499,0.05359665725898772,0.02554668976738081,0.010779341321031529,7.6321092728726985
2009-03-01,0.0631474871313657,0.06789875306583304,0.02447079513056987,0.035729164465585474,-0.009291487972373858,7.6298708682927705
2009-04-01,0.07134805015547709,0.06443740501706512,0.004417722478063913,-0.004768293970694329,0.010009622855374264,7.627143003305141
2009-05-01,0.07668342575334558,0.05510328900739876,-0.032524841169065254,-0.009547382996222436,-0.00527358707172607,7.624112430671398
2009-06-01,0.07652486397052115,0.03612890495363313,-0.08012900639848622,-0.000304105497366169,-0.008198645045645988,7.620639085917193
2009-07-01,0.07517664542567139,0.01707648315979881,-0.09799562051062753,0.002652869754564271,0.011240133687612218,7.617073602755347
2009-08-01,0.07294168550071231,-0.001681609793292499,-0.08554632340823026,0.010059208578817239,0.0004764395626486377,7.613423518197469
2009-09-01,0.06528601751679737,-0.028250685628691506,-0.05757220600233462,0.001199460393473814,-0.00019139974224811917,7.6093870090252
2009-10-01,0.05300315754281359,-0.060741511613062044,-0.0036379219539698533,-0.026635123997100486,-0.016671993462547954,7.605029299063063
2009-11-01,0.04391827265076954,-0.07900308103419194,0.025581401665940535,-0.017336067001591945,0.015490267312728383,7.6006239924756605
2009-12-01,0.038030476297150756,-0.0821420484653535,0.02669554205720441,0.02800535187116856,0.0031270480755189395,7.596152065273083
2010-01-01,0.032007015117147854,-0.07849146252061588,0.033319231297682134,0.02479051405963101,-0.010563006456157861,7.5915190303028615
2010-02-01,0.02773764177531384,-0.06265554527378063,0.03323265064455859,-0.020683799157997968,0.012053256406352934,7.586784122541295
2010-03-01,0.01934297811300638,-0.04854842030925426,0.030368177980736405,-0.02254007071272422,-0.005987454985934729,7.581695389159479
2010-04-01,0.006359976494939744,-0.036823187060350315,0.02744210927125871,0.007852432377055974,-0.0119371717233841,7.576233278940894
2010-05-01,-0.00677684654942606,-0.01582748081594877,0.012770252995811311,0.018010039493545554,0.013923004402563745,7.570566269982002
2010-06-01,-0.021438751994890346,0.011607628181296226,-0.012759023887640338,0.020444775723318615,0.0011525742231418548,7.564632546006227
2010-07-01,-0.03146522368066303,0.028006666853694958,-0.024469961698664777,0.010162178924733794,-0.005054254812606142,7.558870505021824
2010-08-01,-0.03578060016005423,0.03319739518375849,-0.022471199639737677,-0.021472831612154426,0.00044207939836889707,7.553336414541038
2010-09-01,-0.03829165160956121,0.0336340452011236,-0.018416280582473105,-0.028637630229320064,0.002680293015542361,7.547774888958006
2010-10-01,-0.037120625410814366,0.024846512289011316,-0.006598456286595587,-0.012367065425642804,-0.010760059536528858,7.542311962574035
2010-11-01,-0.034819248506105224,0.020129984718298598,0.0016817762753874536,0.00042859284039703624,0.00579128664113108,7.536727758015377
2010-12-01,-0.031626518019436736,0.020107516520651188,0.005239426955346091,0.01885604274564768,0.017715056952265974,7.53100241701573
2011-01-01,-0.024556376292912498,0.014342385930807118,0.014206359138655977,0.021852275202211086,-0.019072444141941647,7.525357064548528
2011-02-01,-0.014067755301749028,0.005642479226657143,0.026039682591911972,0.004840824025217517,-0.001914777166374961,7.5197472057303285
2011-03-01,-0.006333232444291405,0.0013803512666290998,0.026150130025904217,-0.004931799231885153,0.009936993958710666,7.51378948634736
2011-04-01,-0.0014226060001667306,0.001015003072204493,0.014375575800870786,-0.012765404375244451,-0.007692395567104651,7.507480234416264
2011-05-01,0.003400540316588629,0.0029529534967232232,-0.004163071786803788,-0.011063369153438283,0.0037222318832658497,7.500975235686862
2011-06-01,0.006624089485971957,0.008920534081813246,-0.033243873220370194,0.005372125298496856,0.004290337440882622,7.494178763281423
2011-07-01,0.012708896477787227,0.011904402704458928,-0.04104815918657227,0.008370933585737645,-0.005334213011183618,7.4873724261503956
2011-08-01,0.0220167118272598,0.011695016807025184,-0.0250253766010123,-0.00011320237884662549,-0.0016599593480386215,7.480574180195998
2011-09-01,0.031109660143247175,0.013213858462535267,-0.0036664359780763105,-0.002308626273652064,0.001970725949834631,7.473564445675324
2011-10-01,0.04102295662051227,0.014958511827339979,0.03133886733319443,-0.0029410496869110635,0.0028211192696794866,7.466405515929556
2011-11-01,0.047933427228702453,0.015077863720302112,0.043131452421024716,-0.0012702057497947607,-0.006268705214083228,7.4612031577248255
2011-12-01,0.05108947144276847,0.01389649447418121,0.02758321484214692,0.0051638792453969,0.011128305049531197,7.458148830867131
2012-01-01,0.05304324596997705,0.01121848819275472,0.009277355289894922,0.003405459890302937,-0.00853285532681689,7.45630184558238
2012-02-01,0.05260310508000176,0.006620013478859449,-0.021575515069023516,-0.006485577860425182,-0.0015155227581022768,7.4562685999769025
2012-03-01,0.05119031979951249,0.0024451793168194084,-0.03414688736576416,-0.005235200751906243,0.00561647393541528,7.4567902548779665
2012-04-01,0.04895345595294402,-0.0013465265034413765,-0.024135266160109397,0.005650673159869229,-0.005817629809570051,7.457827807146816
2012-05-01,0.044087452640255785,-0.006300825709141845,-0.014431039310669021,0.004955989129856867,0.002923529794263446,7.4605647188920265
2012-06-01,0.03683542957894917,-0.011961348999582998,0.0032672784413137258,-0.0049482686209306485,0.0034244616856472405,7.464775054452098
2012-07-01,0.031310854258073215,-0.015677803757096234,0.012294423090856871,-0.005307493072969975,-0.00513430052275269,7.469026912029408
2012-08-01,0.0275758806647028,-0.01735291139961736,0.009441351122480556,0.001135634964787743,0.004431258306842484,7.473374490894968
2012-09-01,0.023759384414118023,-0.0179296918569122,0.009552188513860823,0.004806238877939238,-0.0015099370318943208,7.478388338948049
2012-10-01,0.02087019600195023,-0.016684706289283095,0.008027978757164923,0.008528669459189715,-0.00650391258968676,7.48374571651816
2012-11-01,0.015978930791797578,-0.015613882154975941,0.005436734529519451,0.004421648582045154,0.006276652466419582,7.490648500518507
2012-12-01,0.008837000329429768,-0.014770326498115764,0.003233641607659217,-0.009529405821029959,0.004393784434100866,7.499198999036656
2013-01-01,0.001712713083424445,-0.012510544481078356,-0.002605730609071151,-0.010525634918908558,-0.006078696629963523,7.508557719325717
2013-02-01,-0.006078204565201184,-0.00922270675516296,-0.011717773463858279,0.000548065437151633,-0.002271627418733697,7.519019164215068
2013-03-01,-0.013208483379504489,-0.006279854984199548,-0.01334052394744042,0.003587413179633499,0.003334598115746875,7.529057943802424
2013-04-01,-0.01930640988908735,-0.0035857605906369516,-0.007221720821981853,0.002326136117568837,0.0015313617586596932,7.538454042929223
2013-05-01,-0.025500493722291684,-0.0007204030411610649,0.0017299209799850346,0.002772643381951591,-0.00462246373041501,7.548157455609717
2013-06-01,-0.03135375874046541,0.002011015988115034,0.01619100350469418,0.001990167757271082,0.008215405957105857,7.557725800390966
2013-07-01,-0.03712712896214676,0.005889670094898017,0.019652026838513286,-0.00030686422396982295,-0.005561138050012775,7.567874154607349
2013-08-01,-0.04289795357512052,0.01099570697455259,0.010573751825668906,-0.003964257019949153,-0.0026716193255086314,7.578680393770684
2013-09-01,-0.04813504977663906,0.016459285484907146,-0.0009176186704340508,-0.003829566963544972,0.006851206739338299,7.589398182890945
2013-10-01,-0.05288100659863524,0.022582213986624577,-0.019169336177104493,0.0005002352593569106,-0.009454872507213169,7.600175513532134
2013-11-01,-0.05901407088445966,0.024473804918265365,-0.0240810885932564,0.0005097701530847836,0.00664154667180144,7.61246310703973
2013-12-01,-0.06660629953353744,0.021562275368025244,-0.013291322953649072,-0.0029940354829600738,0.0018464133749664397,7.6262887523849985
2014-01-01,-0.07476822881508399,0.016370491896087077,-1.7302738969582755e-05,0.0015656194658427533,-0.004888796463709103,7.641052875782796
2014-02-01,-0.0839786508871204,0.007472924140724902,0.021170267002862855,0.013468539871683272,0.004709075246242091,7.657123687702284
2014-03-01,-0.0930009611606423,-0.0025140276190051937,0.026470836989523357,0.008566683469329239,-0.0022786176734701778,7.673466898888639
2014-04-01,-0.10173455567593434,-0.01345212440152188,0.012929164640884226,-0.012749157564308486,-0.0054146289879300055,7.690019007669144
2014-05-01,-0.11119189616393864,-0.0279422044359059,-0.003554644990342578,-0.012520110647307892,0.005265970813378554,7.707604264180335
2014-06-01,-0.12109468481031882,-0.0455041918645466,-0.029461352366236447,0.006571528699811683,0.0062552211836658395,7.72599786868272
2014-07-01,-0.12620421366306822,-0.05423699901126851,-0.03718256824378535,0.009524251380877482,-0.006940519682406551,7.742104450550176
2014-08-01,-0.12610213840682488,-0.053365614606678165,-0.02324492993942576,0.0018798757847698516,-0.006250935181342621,7.755705663123012
2014-09-01,-0.12304309407658441,-0.04824460434381075,-0.006261408606365747,-0.008928924339115463,0.006055863274870763,7.768095845192305
2014-10-01,-0.11553706533431488,-0.03561996650815395,0.02128564597457603,-0.02892596101087273,0.005288981270875094,7.778404373625048
2014-11-01,-0.10682358201090986,-0.023115622859392164,0.03351624245442901,-0.01901225773870236,-0.009917916409921177,7.788612207359083
2014-12-01,-0.09700000092495695,-0.011128016277948172,0.02698853304785614,0.02374266171280342,0.017485595057855893,7.798780027162605
2015-01-01,-0.0830917218313817,0.007009322119606765,0.020405754280578853,0.03929964386748273,-0.00867233550659119,7.807130227168157
2015-02-01,-0.06568900049683447,0.02976585679018475,0.006810440642599124,0.03384948915376892,-0.02696663362008779,7.8140305206380996
2015-03-01,-0.04815006817898123,0.04419749224286143,-0.0017897428249498157,0.014375013269004056,0.027572683530160184,7.8214155376022045
2015-04-01,-0.030326637650377263,0.04995223627590104,-0.0030345653056643358,-0.03159453059805062,0.011948622135520242,7.829197885757272
2015-05-01,-0.01092259096129775,0.05219706486709305,-0.008486067206167097,-0.049116653088027304,-0.021583444524739624,7.836654318825849
2015-06-01,0.0093101299745903,0.047558798631168527,-0.01493729600720678,-0.03740341901278392,-1.8888966257781144e-05,7.844220583342023
2015-07-01,0.03324411081446732,0.04535830956598691,-0.016367231712128078,-0.006212216938941453,0.006549043309254697,7.850230311880804
2015-08-01,0.06111686126988127,0.04606553504247929,-0.013464394678131833,0.05875264446830606,0.0035305076806423073,7.854553442467672
2015-09-01,0.09093810027611274,0.04213767804717909,-0.00656895221297296,0.04887847823399403,-0.005470954455843489,7.858347773096991
2015-10-01,0.12341027206687667,0.035527900587254066,0.005729229724069351,-0.04156407639621083,-0.0017362918878971968,7.861210534992532
2015-11-01,0.14676894917247166,0.029278619069809744,0.011489045540216668,-0.047087747359565196,0.0008185147049770741,7.865558859093769
2015-12-01,0.1596560117411324,0.022721033354906862,0.010158456415929978,0.016239845384267322,0.004118331852763429,7.871730884032056
2016-01-01,0.16813599522032105,0.015688774197403447,0.008750081821257355,0.032045889084116805,-0.010291677134845467,7.878275881273908
2016-02-01,0.16878817148648623,0.008727237943365409,0.004383469912861145,0.025382654859731874,0.025015243889987257,7.885897423705256
2016-03-01,0.167968215193591,-0.001949146944972338,0.0005031125606513026,0.00886461702847225,-0.0204242754053365,7.893438795587921
2016-04-01,0.16601942771472433,-0.01649644806433701,-0.002235963261022161,-0.035330746470972514,-0.0071371448746612295,7.900790488765397
2016-05-01,0.15666875059322377,-0.03267178822229087,-0.007846396816807629,-0.03461124272829715,0.013507205983072734,7.909154823322004
2016-06-01,0.14109319399635398,-0.05137097104409343,-0.015533141664968424,0.013024115400104548,-0.001529644299642564,7.918300733055852
2016-07-01,0.12856078715535557,-0.0616048246088561,-0.016078603384630977,0.020409387312320032,-0.004030265437085049,7.926025738121337
2016-08-01,0.11895151186531405,-0.062130647477066245,-0.009176918832287304,-0.0007269542728412131,0.011277062270122604,7.932303845794156
2016-09-01,0.10845882900380785,-0.058820392372334274,0.0013290724895684265,-0.004133045546753098,-0.0040853003633616256,7.938049396815872
2016-10-01,0.09927848235878917,-0.04852587153093954,0.017842542886512644,-0.002737501869654287,-0.026021341020827544,7.942712737911235
2016-11-01,0.0841576083783838,-0.0370908681705523,0.022175450173400193,-0.0025782333437134337,0.02790027200456614,7.94789694523418
2016-12-01,0.06252781284145185,-0.02491267713490791,0.01276152904849573,0.0018737015672981323,0.0036907322154094546,7.95370903259035
2017-01-01,0.03972567170446897,-0.006262760529857353,0.00035945547168514906,0.0034855566058285014,-0.009563762987567677,7.9588965578634605
2017-02-01,0.014041181271720457,0.017726198095076046,-0.01981213869052855,0.002386712364653715,-0.01276320786723397,7.963816395014848
2017-03-01,-0.005546358947482862,0.032022337951166525,-0.026693177758925705,-0.00025142103603721037,0.018262091285917662,7.96914868157673
2017-04-01,-0.017615947994386056,0.036022328503696,-0.01789459548473394,-0.005982561412282271,-0.004560582271809123,7.97482027985988
2017-05-01,-0.027671106926063338,0.03619072953880874,-0.007493452466570371,-0.0023501018412270813,0.001135028744026814,7.980764329019201
2017-06-01,-0.033025730364679685,0.028576768879881084,0.010116208031007134,0.011376806086718911,-0.012219867988394488,7.987139589079557
2017-07-01,-0.03768280504985202,0.023479220134041936,0.020176705547311144,0.008418139332957769,0.010845166356118957,7.993252009570146
2017-08-01,-0.042002057109437343,0.02149197349721642,0.0205242395574675,-0.010140242848214484,0.008423244821910229,7.999098562372575
2017-09-01,-0.041557131287682916,0.01409184227623975,0.022918107182173627,-0.011705353719686238,-0.010568957463789263,8.005161601982829
2017-10-01,-0.03709779907389035,0.003449732210486334,0.023449494175079078,0.00021247013045728877,-0.010482612394797801,8.011301509241648
2017-11-01,-0.037187133306276064,-0.002929750696647328,0.019453706142506265,0.0032470967948996063,0.010780538606836528,8.0174819539855
2017-12-01,-0.04190807584213619,-0.005401448636217663,0.011628852898431349,0.002294242508174898,0.013249355988588948,8.023754841994483
2018-01-01,-0.04755882484367737,-0.006083594055724352,-0.0019894683615142364,0.0033033030284908434,-0.016146828668336083,8.03004512681699
2018-02-01,-0.0562441004148986,-0.0031899272202354665,-0.02213318147969625,0.0032384051818467085,0.0006360496982998785,8.03635806572892
2018-03-01,-0.061724658262041626,-0.003301884097879687,-0.03255856962427955,0.0005798945469841472,0.008497728681534774,8.042855408870698
2018-04-01,-0.0635232633420765,-0.0066891245367642375,-0.03253044755799925,-0.004664698081545696,-0.01687004598314357,8.049538123294658
2018-05-01,-0.0664515756790756,-0.008602604430566917,-0.03062100368773974,-0.004306863591071463,0.012861378126225557,8.056335763253651
2018-06-01,-0.0690779240369688,-0.010472767724662532,-0.022766767277864232,0.0019342771735878553,0.00600006468870086,8.063287280036304
2018-07-01,-0.07043579427329429,-0.011143751459842897,-0.013555759192709424,0.0031780472127399405,-0.01012346270196232,8.069472482554122
2018-08-01,-0.0709380229751336,-0.00999158968426463,-0.003515398379861478,0.0007638280548250067,0.0013760774697479077,8.074799137242087
2018-09-01,-0.06999044927319929,-0.008571049835509824,0.013065501998606028,-0.00046419406818514006,0.0037888388725838143,8.079732042579845
2018-10-01,-0.06743017783578018,-0.006427606940576882,0.03537289845945255,-0.002285177604405909,-0.008987691529989718,8.084009898633898
2018-11-01,-0.0649094024256588,-0.003016457665686133,0.04276206753541165,-0.0003735145611939603,0.00642938640806497,8.088147998747894
2018-12-01,-0.06235746973181947,0.0015699301584217384,0.03422281255595169,0.006122870025342102,0.00495178671178123,8.09217659751585
2019-01-01,-0.058810140464677085,0.00749343792405959,0.01917969596088142,0.002919723206939386,-0.006419915776268216,8.095604952030328
2019-02-01,-0.05458420427189938,0.01489184466745347,-0.007806498134793757,-0.00983477794025684,0.0030547891138924077,8.09853244586912
2019-03-01,-0.048509355951334106,0.018177447141084577,-0.01978072135744622,-0.006743498380388692,0.0035942014386077777,8.101629736809144
2019-04-01,-0.04037186363079299,0.016894866989943105,-0.014471275162226124,0.010921336484351759,-0.02087300800263249,8.104886161171267
2019-05-01,-0.030931329736554193,0.013818341976627463,-0.009543981109742472,0.004938683730405099,0.01671876507813953,8.10803831545415
2019-06-01,-0.019830069147752507,0.0074113827371834395,0.0017954490642226937,-0.022214505415142437,0.01123293914821107,8.111245854357184
2019-07-01,-0.007424900419534799,0.0009496478528241383,0.003687826046822635,-0.018280967943085993,-0.019943305535550664,8.113978265352221
2019-08-01,0.0062480325682408204,-0.005348125409951521,-0.006479177289492522,0.012742377004654673,0.011320671896870606,8.116197561107937
2019-09-01,0.021696605948473235,-0.014460377523504967,-0.015602357150776678,0.02810764443946145,-0.006665280976322097,8.118294757230226
2019-10-01,0.03886876405542497,-0.025720015918448455,-0.027962576192496664,0.03591956202893509,2.7978645546241363e-05,8.12014684657178
2019-11-01,0.05081598215778692,-0.031269348553617834,-0.028823538214124006,0.018690184580896056,-0.0003736895953460593,8.122924261703462
2019-12-01,0.0569342654260503,-0.030745198485712714,-0.015551565095967272,-0.03294285965077126,0.020574101234574295,8.126785346474103
2020-01-01,0.06047656713578318,-0.02743699165531929,0.001436380287669522,-0.048464566977632226,-0.012039258250713177,8.131090594994276
2020-02-01,0.05948014871174674,-0.019239562811527604,0.026510218465277496,-0.0304930603837479,-0.037668908736661476,8.13618741425438
2020-03-01,0.05809403924152523,-0.011485536976274774,0.038194292118695884,-0.003872802973449156,0.04040665925349682,8.1414927674802
2020-04-01,0.056511325372717115,-0.004429916271355092,0.033967128493601305,0.04671111652812068,0.008649756856567,8.146972531357509
2020-05-01,0.05089881121891259,0.006425975311175265,0.027878360275591797,0.042734809891442176,-0.02321920829854744,8.153235110216148
2020-06-01,0.042046557260067605,0.01999953802668421,0.014108096612550119,-0.02224485966530914,0.002436307987274993,8.160175968035773
2020-07-01,0.03475033323889966,0.028294000603556965,0.0041786936544028624,-0.03230230437246587,0.0029069707468194327,8.166807714020935
2020-08-01,0.028887140472329972,0.031120008829517345,-0.00021486919323455018,-0.000519815598212981,0.00586865657645584,8.173138325212465
2020-09-01,0.022614097669195712,0.03156492715767807,-0.009592200621044168,0.014518714443131318,-0.009126168235451877,8.179589169124574
2020-10-01,0.017054049507609734,0.027543770843970014,-0.021102378742169046,0.0315699326020707,0.010617191050227199,8.185926163053505
2020-11-01,0.008295365833528818,0.024907826806764694,-0.027317328460038315,0.019098486055872957,-0.005696060495726506,8.1929075592216
2020-12-01,-0.003947207953336376,0.023928263457731552,-0.02872174997189061,-0.032492433190385035,-0.008570293467281057,8.20059656031126
2021-01-01,-0.01684690098135046,0.019891100860624268,-0.02669734418393961,-0.03798877129757079,0.011245021610602075,8.208432523150417
2021-02-01,-0.03132192188189577,0.014012532456559342,-0.01944630550753176,-0.002082978760497633,-0.0017863221459746411,8.216595886923242
2021-03-01,-0.04106540939794225,0.0098288771248523,-0.011939123789656097,0.011133830844157441,-0.00018092513342825794,8.22445237401907
2021-04-01,-0.04517142056271468,0.00708686118369659,-0.004072259793286699,0.015869555598323894,-0.00290283234577935,8.231885122639266
2021-05-01,-0.04729109394797942,0.004909049178351337,0.008242681123508015,0.014472831816170257,0.006018546142626462,8.239329415151964
2021-06-01,-0.045555235733273705,0.0041093900976423015,0.024172881909426985,-0.0029198592949462934,-0.014363435647073486,8.24659364169591
2021-07-01,-0.04296719675070921,0.001369996649474735,0.03319639017225702,-0.00639148962627818,0.011336265364056035,8.25392416344203
2021-08-01,-0.039753384022249476,-0.0034444021291302747,0.03490770277892852,0.002824765092931345,0.008006861803442527,8.261353880822789
2021-09-01,-0.03272223098166374,-0.008025527838993924,0.03386863736804155,-0.004082731793260777,-0.00921845592190849,8.268588460315735
2021-10-01,-0.02243151625393951,-0.013106942265356969,0.027325282188021396,-0.02283787838070114,-0.008898121609599123,8.275676718175381
2021-11-01,-0.014492399282090148,-0.01720941023421835,0.018972229179866983,-0.013931590827750601,0.01283253588557287,8.283304037033767
2021-12-01,-0.008914993485430315,-0.019957253270330454,0.00888113219976097,0.020996487767387297,-0.007702771213114686,8.291487689435142
2022-01-01,-0.003306782433771735,-0.022579418871281072,-0.007249988427928037,0.02652985208124553,0.0006321989241428443,8.299927806482486
2022-02-01,0.0009718219355585946,-0.024606612780590682,-0.028912552616228375,0.007317557533243588,0.01431027389821498,8.308798030074158
2022-03-01,0.008110192393450703,-0.026320369501302465,-0.04195114011001858,-0.003999901331579491,-0.008819517482416371,8.317622400190322
2022-04-01,0.01843485845199082,-0.027809741679585193,-0.04582307455251901,-0.017044081102288975,-0.013217734995180521,8.326367569971252
2022-05-01,0.028770669057319644,-0.02851042683841127,-0.04715538769300387,-0.016247596057912914,0.026535775898978493,8.335415104808606
2022-06-01,0.04009055807334737,-0.028472579277578357,-0.04232338065285418,0.003881637573048606,-0.04124609898108478,8.34465962967945
2022-07-01,0.04755763516364469,-0.02651421717583816,-0.032037597033369725,0.007344841390286612,0.03333735223209047,8.352328043629694
2022-08-01,0.050352571243002034,-0.02238795876478047,-0.016139368360246622,-0.0025033515144887476,0.003976910381428878,8.358283324862894
2022-09-01,0.05146063189034293,-0.016640858044891377,0.009007025218741766,0.002629602199761354,-0.012759146943510533,8.3632814227896
2022-10-01,0.04940867304221821,-0.008858617031865045,0.04383356934234457,0.01771565738793386,-0.011086948513931718,8.366819380817281
2022-11-01,0.04625982621188716,0.0004478581944308282,0.061371504205539544,0.010315541662648656,0.014016291877191136,8.370005665819669
2022-12-01,0.042186650585040376,0.011320069253706705,0.06011924512693621,-0.01768039435277684,0.0051515247575547145,8.372873439984062
2023-01-01,0.034811285469693275,0.024438589640457403,0.05371466629104019,-0.019685918131727886,-0.009142887733253955,8.374411697402042
2023-02-01,0.02449881969092852,0.03977276984182461,0.035153915794654766,0.0008341457505008851,0.0019364360665180117,8.374823337106804
2023-03-01,0.01596509592795561,0.047819172588810424,0.017701065748379517,0.006485658420398353,0.006116237017131876,8.375239590071232
2023-04-01,0.009244133040046726,0.04777508471360457,0.0024864406857911065,0.004608844737316265,-0.018453641227522913,8.37561031586388
2023-05-01,0.0022463781797022976,0.04415079143982216,-0.023040761566729354,0.004189065044566432,0.017654070925778045,8.375502357449498
2023-06-01,-0.003883149059371544,0.03428336780360179,-0.056126235104097026,-0.00031967421366036223,-0.004079712192126869,8.375169442590673
2023-07-01,-0.01259419665551286,0.023919678720037082,-0.06562650585140528,-0.003463638044378486,-0.0046676129076990685,8.373642218092057
2023-08-01,-0.024173856530743894,0.013361775641858914,-0.05023651820960255,-0.004984368256024583,0.006767694924706266,8.37084170730285
2023-09-01,-0.03599125251321405,-0.002629277573685475,-0.02292343791806275,-0.00029973949322896937,-0.010417210282393386,8.367440086391705
2023-10-01,-0.04885511810742283,-0.02292960865447329,0.024592096898987174,0.012485240901010958,0.019673183451603578,8.363201040167025
2023-11-01,-0.057284338494502374,-0.03441167983013077,0.04518461547568852,0.007719974073810555,-0.016959442260437003,8.359454923623792
2023-12-01,-0.06045060784247743,-0.03654013336741201,0.03514510587547112,-0.014856763341181774,0.0013302077019097637,8.356388964571364
2024-01-01,-0.061522140275601295,-0.034848547796936455,0.024362940881080614,-0.01279768787844287,0.004235259556514056,8.353191538634263
2024-02-01,-0.058851093284651435,-0.025864107070352593,0.0009503678589412208,0.011003515783337608,-0.0007264777416200513,8.350248493577768
2024-03-01,-0.05500176661064272,-0.018647250584744833,-0.01294875419215002,0.010482000032926696,-0.002247875499363397,8.346926564789229
