prueba,estadistico,p_valor
Ljung-Box (6),5.9340292902673175,0.43062065455158394
Ljung-Box (12),15.009487103095823,0.24091803707704168
Breusch-Godfrey (12),14.281203732597252,0.2831127790969064
ARCH-LM (12),18.312372038670127,0.10652977914710336
Jarque-Bera,15.473141040041218,0.0004365662057731844
Ramsey RESET,0.002980987595732294,0.9565051824829933
CUSUM estabilidad,0.5778859674438971,0.8921404933803643
Durbin-Watson,1.899435097216634,
