n_oos,r2_oos_pct,correlacion,direccion_pct,dm_p_valor,filtro
116,40.46906177868045,0.6390183768284459,78.44827586206897,0.00040592667970673624,bk_trend
176,40.22205196352084,0.633971037689906,76.70454545454545,3.5665118159222686e-05,hp_standard
176,5.716868449628354,-0.029545792171748422,55.68181818181818,0.1328391944377152,butterworth
164,2.777972536345763,-0.1616726989215175,54.268292682926834,0.47137985251226433,hamilton
176,2.384671175080799,0.5050013288350629,65.3409090909091,0.6944121491542936,cf_trend
141,-2.0444454634098053,-0.08524850268457047,57.446808510638306,0.7664279163986718,ema_60m
116,-17.75267391529787,-0.020804437887762407,57.758620689655174,0.12641573032253883,hp_expanding
129,-32.76821250720576,0.3382220941760133,58.91472868217055,0.06867893997101282,ma_60m
