serie,origenes_comparados,diferencia_media_pct,diferencia_max_abs_pct,correlacion_vintage_vs_ultimo
DTWEXBGS (dólar amplio),48,0.18430891232935254,1.6815397134296193,0.9422344950816086
VIXCLS (VIX),48,0.8261397007026683,27.456345948894754,0.9300101092528268
