termino,coeficiente,error_estandar_hac,estadistico_t,p_valor,ic_95_inferior,ic_95_superior
const,0.0012713384026270189,0.0031564819534779334,0.4027706862781868,0.6875171240526232,-0.004950274145625893,0.00749295095087993
D.ln_trm.L1,0.3449716486834774,0.11019587462066695,3.1305314275238656,0.0019872739944672285,0.1277690647909163,0.5621742325760385
D.ln_terminos_intercambio.L3,0.04524052521718651,0.055905980109355116,0.8092251513826177,0.4192802745064019,-0.06495346685918006,0.15543451729355307
D.ln_remesas_12m.L2,-0.2240499430310105,0.16294499175085536,-1.3750035556391034,0.1705615106855886,-0.5452241554275257,0.09712426936550467
D.diferencial_tasas_pp.L1,-0.002819268333159745,0.006724955145772418,-0.41922485311029206,0.6754703595301358,-0.016074552519174074,0.010436015852854584
D.deficit_fiscal_12m_pct_pib.L3,-0.006592412157010423,0.005334555594204694,-1.2357940676768329,0.2178836424298212,-0.017107136623496656,0.00392231230947581
D.ln_dolar_amplio.L1,0.3813659801108837,0.328699473190766,1.1602269282906694,0.24724315223740678,-0.2665201149622994,1.0292520751840668
D.ln_vix.L1,0.0059896607299482355,0.015529165091898913,0.3857039766466812,0.7000972791048412,-0.024619241783558496,0.036598563243454965
D.embig_colombia_pp.L1,0.007338165876858326,0.013708875052441763,0.5352857801086519,0.5930054854488978,-0.019682837349447375,0.03435916910316403
D.ln_reservas_netas_sin_flar.L2,0.25243427921267003,0.3911236436979589,0.6454078736482874,0.519351067623768,-0.5184935465803417,1.0233621050056818
D.asinh_balanza_comercial.L2,-0.04994379937250218,0.02331468672666261,-2.142160431235243,0.033304887370937585,-0.09589842532477874,-0.00398917342022561
D.asinh_flujos_capital.L2,0.003864570979765754,0.00715314192594254,0.5402620302765118,0.5895755328942789,-0.010234694665279926,0.017963836624811436
D.diferencial_bei_5y_pp.L1,-0.013185135981930367,0.008132233361018898,-1.621342550883019,0.10640978119033552,-0.029214248731486227,0.0028439767676254925
factor_monedas_regionales_3.L1,-0.0035178875131287165,0.00538983077625975,-0.6526897891903648,0.5146535523370871,-0.014141562631432167,0.007105787605174735
D.yield_real_10y_tips_pct.L1,0.020006001654672395,0.028114348608870698,0.7115939954006283,0.4774875910519834,-0.03540904163368758,0.07542104494303237
D.yield_2y_us_pct.L1,85.30472572301298,392.2186110238671,0.21749280458754686,0.8280305783353669,-687.7813454061684,858.3907968521944
D.yield_10y_us_pct.L1,-85.30323593248772,392.223619836966,-0.21748622882004243,0.8280356959013258,-858.3991797284189,687.7927078634434
D.spread_10y_2y_us_pct.L1,85.28024205296313,392.21907955777334,0.21743012132177897,0.8280793616466088,-687.8067525842482,858.3672366901744
D.ln_brent_global.L1,0.05479654510678344,0.05409961590664469,1.0128823317589053,0.31225487964477927,-0.05183699632993507,0.16143008654350194
D.ln_commodities_global.L1,-0.11926425966870079,0.12274345179750255,-0.9716547638358615,0.3323141903753851,-0.36119886001633966,0.12267034067893808
D.epu_global.L1,-3.514692193763701e-05,6.895310209652144e-05,-0.5097221280695667,0.6107689623953136,-0.0001710575628243982,0.0001007637189491242
D.estres_financiero_stl.L1,-0.005716938088215767,0.007009241288156008,-0.8156286612469835,0.41561521077689156,-0.019532567068471455,0.00809869089203992
D.ln_empleo_manufactura_us.L2,1.1389027333510329,0.729805394028393,1.5605567493335408,0.12009910342370005,-0.29958684593097096,2.5773923126330365
D.ln_produccion_industrial_us.L2,-0.2575697155267126,0.4381748260795224,-0.587824083440082,0.5572672713584012,-1.121238203560079,0.6060987725066539
dummy_pandemia_2020,0.04772310743070794,0.026158827241313506,1.8243595934353376,0.06948573458864639,-0.003837487627601159,0.09928370248901705
