modelo,observaciones,mae_log,rmse_log,mape_pct,acierto_direccion_pct
Pronóstico con rezagos de publicación,48,0.02488491089293125,0.032449973043011136,2.486180196056513,52.083333333333336
Caminata aleatoria,48,0.024028760243602603,0.03221545509726062,2.394031003568149,
