modelo,observaciones,mae_log,rmse_log,mape_pct,acierto_direccion_pct
Pronóstico parsimonioso (top-3),48,0.025686005141847157,0.03341756516998236,2.5706268854255394,45.83333333333333
Caminata aleatoria,48,0.024028760243602603,0.03221545509726062,2.394031003568149,
